"Table 3.4I. Current-Cost Depreciation of Private Intellectual Property Products by Industry"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 8, 2019"
"Line","","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"11","Manufacturing",0.6,0.7,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.9,2.3,2.6,2.9,3.2,3.5,3.9,4.2,4.6,5.0,5.5,6.2,6.9,7.9,8.9,9.7,10.6,11.8,13.9,15.6,16.9,18.4,20.2,22.8,26.3,30.2,33.7,36.5,40.0,43.6,47.0,50.4,54.7,58.4,62.2,66.6,70.0,73.1,76.8,84.2,90.9,100.8,109.9,119.8,130.9,137.4,139.7,140.7,143.4,149.6,157.8,168.6,181.4,185.1,190.0,198.3,207.0,214.5,224.8,235.5,238.9,254.2,270.1
"12","  Durable goods",0.4,0.5,0.5,0.6,0.7,0.7,0.9,1.0,1.1,1.3,1.6,1.8,2.0,2.3,2.5,2.7,3.0,3.2,3.5,3.9,4.4,5.0,5.7,6.4,7.0,7.6,8.6,10.1,11.4,12.3,13.3,14.7,16.7,19.3,22.2,24.7,26.7,29.1,31.8,34.4,37.0,40.1,42.6,45.1,47.8,49.7,51.6,53.9,59.1,64.0,71.3,77.9,84.7,92.4,97.2,98.2,97.5,98.3,101.8,106.9,113.6,121.4,122.4,123.7,128.1,133.0,136.8,142.7,149.0,151.1,161.1,171.6
"13","    Wood products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
"14","    Nonmetallic mineral products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.4,1.5,1.5,1.6,1.7,1.8,1.9,2.0,2.2,2.2,2.1,2.1,2.2,2.2,2.3,2.4,2.5,2.5,2.6,2.8,2.9,3.1,3.3,3.4,3.5,3.7,3.9
"15","    Primary metals",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.4,1.4,1.5,1.6,1.7,1.8,1.9,1.9,1.9,1.8,1.7,1.7,1.7,1.8,1.9,2.0,2.0,2.1,2.2,2.4,2.5,2.6,2.7,2.7,2.8,3.0
"16","    Fabricated metal products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.2,1.3,1.4,1.5,1.7,1.8,1.8,1.9,2.0,2.2,2.4,2.5,2.7,2.8,2.9,2.8,2.7,2.7,2.8,2.8,3.0,3.2,3.2,3.3,3.4,3.7,3.9,4.1,4.2,4.2,4.4,4.6
"17","    Machinery",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.1,1.2,1.3,1.5,1.7,2.0,2.3,2.6,2.9,3.1,3.3,3.5,3.6,3.8,4.0,4.3,4.7,4.9,5.1,5.2,5.7,6.1,6.9,7.7,8.3,8.8,8.8,8.4,8.0,7.7,7.7,7.9,8.2,8.6,8.7,9.0,9.6,10.3,10.8,11.3,11.6,11.5,11.9,12.4
"18","    Computer and electronic products",0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.7,2.0,2.3,2.5,2.8,3.4,3.8,4.1,4.4,4.8,5.4,6.2,7.1,8.0,8.7,9.6,10.5,11.3,12.1,13.3,14.2,15.0,16.0,16.9,17.7,18.8,21.1,23.7,27.7,31.8,36.1,41.4,46.6,48.5,48.1,48.4,50.2,53.1,57.1,62.6,64.3,65.4,68.4,71.1,72.5,75.1,78.2,79.1,84.4,89.9
"19","    Electrical equipment, appliances, and components",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.8,1.9,2.0,1.9,1.9,1.9,1.9,1.9,1.9,2.0,2.1,2.1,2.1,2.2,2.3,2.4,2.4,2.5,2.7,2.7,2.7,2.7,2.7,2.8,2.9,3.1,3.3,3.3,3.4,3.6,3.8,3.9,4.1,4.3,4.4,4.6,4.8
"20","    Motor vehicles, bodies and trailers, and parts",0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.5,1.6,1.9,2.2,2.5,2.6,2.9,3.3,3.9,4.5,5.1,5.5,5.6,5.9,6.3,6.9,7.4,8.1,8.7,9.2,9.7,10.1,10.7,11.7,13.2,14.5,15.7,16.4,17.2,18.1,17.9,17.6,17.7,17.9,18.3,18.6,18.9,18.5,16.9,16.0,15.8,16.3,17.2,18.4,19.6,20.2,22.2,24.3
"21","    Other transportation equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.7,0.8,1.0,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.9,2.2,2.6,3.1,3.6,4.1,4.7,5.5,6.2,6.9,7.6,8.0,8.3,8.4,8.5,8.6,8.5,8.7,8.8,9.2,9.6,10.0,10.3,10.0,9.9,10.1,10.5,11.4,12.5,13.8,15.2,15.7,16.0,15.9,15.7,15.8,16.4,17.2,17.7,19.0,20.1
"22","    Furniture and related products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.8
"23","    Miscellaneous manufacturing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.8,0.9,1.1,1.2,1.4,1.6,1.7,1.9,2.1,2.3,2.4,2.5,2.5,2.7,2.8,3.0,3.2,3.4,3.6,3.7,3.7,3.7,3.9,4.1,4.3,4.5,4.8,4.9,5.2,5.6,6.0,6.4,6.6,6.9,6.9,7.2,7.6
"24","  Nondurable goods",0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.4,1.5,1.6,1.8,2.0,2.2,2.5,2.7,2.9,3.2,3.8,4.3,4.7,5.1,5.5,6.1,7.0,8.0,9.0,9.9,10.9,11.8,12.6,13.4,14.6,15.8,17.1,18.8,20.2,21.6,22.9,25.1,26.9,29.5,32.0,35.1,38.5,40.2,41.5,43.2,45.1,47.8,50.9,54.9,60.0,62.6,66.2,70.2,74.1,77.7,82.1,86.5,87.8,93.1,98.5
"25","    Food and beverage and tobacco products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.6,1.7,1.9,2.1,2.2,2.3,2.4,2.6,2.7,3.0,3.2,3.5,3.8,3.9,4.0,4.0,4.0,4.1,4.2,4.3,4.5,4.6,4.7,4.9,5.1,5.3,5.6,5.8,5.9,6.2,6.5
"26","    Textile mills and textile product mills",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7
"27","    Apparel and leather and allied products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6
"28","    Paper products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.9,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.4,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.5,1.5,1.5,1.6,1.7,1.8,1.9,1.9,2.0,2.0
"29","    Printing and related support activities",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.9,1.0,1.1,1.2,1.3,1.3,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.3,1.4
"30","    Petroleum and coal products",0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.8,0.9,0.9,1.0,1.2,1.4,1.7,1.9,2.1,2.3,2.4,2.5,2.6,2.8,2.9,3.1,3.2,3.3,3.3,3.5,3.7,3.9,4.0,4.2,4.4,4.5,4.5,4.6,4.7,4.9,5.1,5.3,5.7,6.1,6.6,6.9,7.2,8.0,8.5,8.6,8.6,9.1,9.6
"31","    Chemical products",0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.6,1.7,1.8,2.2,2.4,2.7,2.9,3.2,3.6,4.1,4.6,5.2,5.6,6.1,6.6,7.0,7.5,8.2,9.0,9.9,11.0,12.1,13.1,14.2,15.8,17.1,19.0,20.8,23.0,25.4,26.8,27.9,29.5,31.3,33.6,36.1,39.5,43.7,45.9,49.1,52.5,55.4,57.8,61.0,64.7,65.9,70.1,74.4
"32","    Plastics and rubber products",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.1,1.1,1.2,1.2,1.3,1.5,1.6,1.8,1.9,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.3,2.4,2.5,2.7,2.8,3.0,3.1,3.2,3.4
"33","Wholesale trade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.0,1.1,1.2,1.3,1.5,1.8,2.1,2.3,2.8,3.2,3.6,3.9,4.2,4.7,5.7,7.1,8.2,9.1,10.1,11.3,13.3,15.1,15.5,16.1,16.2,15.9,16.8,18.1,18.8,19.5,20.3,20.7,21.4,22.2
"34","Retail trade",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.4,0.6,0.7,0.8,0.9,1.1,1.2,1.4,1.6,1.7,2.0,2.1,2.3,2.4,2.5,2.8,3.6,4.6,5.6,6.4,7.2,8.3,9.4,10.5,11.2,11.7,11.4,11.0,11.8,13.0,14.0,14.9,16.1,17.0,18.3,20.1
"35","Transportation and warehousing",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.8,1.3,1.8,2.3,3.1,3.9,4.4,4.9,5.3,4.8,3.9,3.4,3.2,3.4,3.5,3.5,3.5,3.3,3.4,3.9,4.4,5.3,6.2,6.9,7.2,7.5
"36","  Air transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.4,0.5,0.8,1.1,1.4,1.6,1.7,1.9,1.7,1.2,1.0,0.8,0.7,0.7,0.8,0.8,0.8,0.7,0.8,0.9,1.1,1.3,1.5,1.6,1.7
"37","  Railroad transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.6,0.6,0.7,0.8,0.8,0.8,0.7
"38","  Water transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.3
"39","  Truck transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.5,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7
"40","  Transit and ground passenger transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4
"41","  Pipeline transportation",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.6,0.9,1.0,1.2,1.3,1.2
"42","  Other transportation and support activities 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.5,0.6,0.8,1.1,1.3,1.5,1.6,1.3,1.0,0.9,0.9,1.0,1.1,1.0,1.0,0.8,0.9,1.0,1.0,1.0,1.3,1.5,1.5,1.7
"43","  Warehousing and storage",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.6,0.7
"44","Information",0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.7,1.8,1.9,2.0,2.2,2.4,2.6,3.0,3.3,3.6,3.8,4.0,4.2,4.5,4.9,5.2,5.7,6.5,7.2,8.1,9.1,10.2,11.4,12.9,14.7,16.6,18.6,20.8,23.4,26.2,29.5,31.6,34.2,37.0,40.4,43.8,47.3,51.3,58.4,67.8,75.1,79.0,82.6,86.6,90.9,96.5,102.2,107.4,109.6,113.5,120.1,125.6,131.8,141.9,152.0,160.8,174.4,189.8
