"Table 1.14. Gross Value Added of Domestic Corporate Business in Current Dollars and Gross Value Added of Nonfinancial Domestic Corporate Business in Current and Chained Dollars"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: August 29, 2019 - Next Release Date September 26, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"10","        Business current transfer payments (net)",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.7,0.7,0.6,0.6,0.6,0.6,0.7,1.0,1.0,1.0,0.7,1.1,1.4,1.6,1.4,1.4,1.5,1.7,1.9,2.3,2.7,3.1,2.9,3.1,3.7,4.3,3.7,3.4,3.9,4.8,6.3,8.2,7.6,6.0,7.9,10.8,12.0,14.3,16.6,19.5,26.9,30.9,29.3,24.9,26.4,33.6,34.0,33.7,34.0,31.8,32.2,36.9,43.7,34.4,52.8,53.9,72.4,84.8,61.5,50.5,54.6,58.9,48.3,69.4,96.0,97.8,100.2,108.1,62.2,68.1,94.9,124.6,143.0,111.9,121.8
"11","        Corporate profits with IVA and CCAdj",10.6,7.4,3.0,-0.2,-0.2,2.5,3.9,6.1,6.8,4.7,6.3,9.6,15.3,20.4,24.5,24.5,20.1,17.6,23.2,30.1,27.9,34.8,39.5,37.8,38.5,37.5,47.8,46.8,46.0,41.3,52.8,51.5,52.6,60.3,66.4,73.2,84.6,91.6,89.1,96.1,91.8,79.1,92.8,107.7,118.5,108.2,124.2,157.8,186.7,215.7,214.4,188.1,217.8,197.3,244.7,301.3,316.4,284.9,318.0,357.5,347.2,341.6,376.1,404.1,447.6,546.8,613.3,687.5,762.2,705.7,713.2,640.9,589.9,754.9,897.3,1094.2,1262.9,1406.5,1195.4,895.7,1038.0,1343.0,1397.2,1592.1,1611.9,1715.3,1659.0,1599.6,1551.9,1573.0
"12","            Taxes on corporate income",1.4,0.8,0.5,0.4,0.5,0.7,1.0,1.4,1.5,1.0,1.4,2.8,7.6,11.4,14.1,12.9,10.7,9.1,11.2,12.3,10.0,17.7,22.3,19.1,19.9,17.3,21.8,21.6,20.9,18.4,22.8,21.9,22.2,23.3,25.5,26.6,29.8,32.2,31.0,37.2,37.0,31.3,34.8,39.1,45.6,47.2,46.3,59.4,68.5,77.9,80.7,75.5,70.3,51.3,66.4,81.5,81.6,91.9,112.7,124.3,124.4,121.8,117.8,131.9,155.0,172.7,194.4,211.4,224.8,221.8,227.4,233.4,170.1,160.6,213.7,278.5,379.8,430.4,392.1,256.1,204.2,272.5,281.1,334.9,362.8,407.3,396.6,377.6,319.4,219.8
"13","            Profits after tax with IVA and CCAdj",9.2,6.5,2.5,-0.5,-0.7,1.7,2.9,4.7,5.3,3.7,4.8,6.8,7.7,9.0,10.5,11.6,9.4,8.4,12.0,17.9,17.9,17.1,17.2,18.7,18.6,20.2,26.0,25.2,25.2,22.9,30.0,29.7,30.4,37.0,40.9,46.7,54.8,59.4,58.1,58.9,54.9,47.9,58.0,68.6,72.9,61.0,78.0,98.4,118.2,137.8,133.6,112.6,147.5,146.0,178.3,219.8,234.8,193.0,205.3,233.2,222.7,219.8,258.3,272.2,292.6,374.1,418.8,476.1,537.4,483.9,485.8,407.5,419.8,594.3,683.6,815.7,883.1,976.1,803.3,639.5,833.9,1070.4,1116.1,1257.2,1249.1,1308.0,1262.4,1222.0,1232.4,1353.2
"14","                Net dividends",5.6,5.3,4.1,2.6,2.0,2.5,2.7,4.4,4.5,2.9,3.6,3.8,4.2,4.0,4.2,4.3,4.4,5.1,5.7,6.4,6.6,8.1,7.7,7.8,8.1,8.1,9.2,9.9,10.4,10.4,11.6,12.3,12.2,13.2,14.4,16.6,18.2,19.5,20.2,22.6,23.4,23.9,23.7,25.2,27.4,29.0,31.8,35.9,39.6,46.6,50.8,59.0,72.3,76.5,85.5,94.6,103.5,106.1,113.3,115.4,148.0,167.7,177.0,178.3,200.7,218.3,249.6,283.2,312.9,341.4,331.8,380.8,357.0,376.8,423.9,519.8,341.1,677.2,713.1,659.8,503.9,521.8,624.2,768.8,870.6,934.4,1002.1,1003.7,1038.5,466.3
"15","                Undistributed profits with IVA and CCAdj",3.7,1.2,-1.6,-3.1,-2.7,-0.8,0.2,0.3,0.7,0.8,1.2,3.0,3.5,5.0,6.2,7.3,5.0,3.3,6.3,11.5,11.3,9.0,9.5,10.9,10.5,12.0,16.9,15.4,14.8,12.5,18.4,17.4,18.2,23.8,26.5,30.1,36.6,39.9,37.9,36.3,31.4,24.0,34.3,43.4,45.4,32.0,46.2,62.4,78.5,91.2,82.9,53.6,75.2,69.4,92.7,125.3,131.3,86.9,91.9,117.8,74.7,52.1,81.3,93.9,91.9,155.9,169.2,192.9,224.5,142.5,154.0,26.7,62.8,217.5,259.7,295.8,542.0,299.0,90.2,-20.3,329.9,548.6,492.0,488.4,378.5,373.6,260.3,218.3,194.0,886.9
"16","        Gross value added of financial corporate business1",4.0,2.9,2.4,2.1,1.9,2.0,2.2,2.5,2.6,2.8,2.9,3.0,3.3,3.4,3.8,4.0,4.2,5.0,5.3,6.0,6.7,7.2,8.1,9.1,10.1,10.7,11.7,12.8,13.7,14.6,15.8,17.4,18.3,19.1,19.5,21.5,23.0,25.0,28.0,31.2,36.0,39.2,42.8,47.0,51.4,59.5,67.3,72.6,85.1,103.0,114.0,127.9,146.1,163.7,186.6,208.8,232.3,241.9,253.2,268.6,299.9,306.6,323.5,365.9,383.9,393.5,432.7,473.8,533.8,600.1,632.3,702.0,736.0,754.4,791.6,825.5,913.6,1006.5,961.0,807.6,939.4,988.9,1012.2,1123.6,1104.0,1269.5,1356.4,1424.5,1423.2,1513.2
"17","        Gross value added of nonfinancial corporate business1",50.8,45.3,35.4,25.7,25.0,31.5,34.9,40.2,45.8,40.2,44.4,51.1,66.7,84.0,99.7,103.2,96.6,100.8,122.2,140.0,136.3,154.9,177.6,185.9,199.0,196.2,221.4,237.2,247.9,242.2,271.7,282.5,290.4,316.8,337.8,364.5,400.7,440.1,463.2,510.9,554.6,572.9,618.1,685.9,768.8,830.0,898.3,1014.7,1147.4,1303.9,1450.3,1574.4,1788.7,1854.7,1985.8,2225.9,2369.0,2464.7,2641.7,2873.7,3020.0,3160.5,3231.0,3376.1,3534.4,3815.9,4040.6,4295.3,4608.0,4873.3,5169.8,5512.6,5466.0,5539.2,5723.9,6122.8,6559.8,7002.2,7219.7,7286.7,6864.6,7243.2,7615.3,8059.1,8374.1,8786.9,9139.0,9238.0,9607.3,10063.1
"18","Consumption of fixed capital",5.0,4.9,4.6,4.1,3.9,3.9,4.0,4.1,4.6,4.6,4.6,4.8,5.4,6.1,6.3,6.5,6.7,7.8,9.5,11.1,12.0,12.8,14.6,15.6,16.7,17.7,18.9,21.4,23.8,25.5,26.7,27.6,28.6,29.8,31.3,33.3,35.8,39.4,43.5,48.1,53.5,59.3,64.7,70.2,78.2,91.4,107.7,118.3,132.6,150.2,172.4,198.9,229.1,253.9,264.6,279.0,299.0,317.9,334.7,358.2,380.2,402.6,423.6,436.3,455.8,482.3,520.8,554.2,594.6,634.1,679.1,737.5,781.5,802.9,816.1,849.7,911.0,981.5,1044.0,1105.0,1110.7,1119.8,1169.3,1230.6,1279.7,1349.2,1405.9,1433.3,1495.6,1575.2
"19","Net value added",45.8,40.4,30.9,21.6,21.1,27.5,30.9,36.1,41.2,35.6,39.8,46.2,61.3,77.9,93.4,96.7,89.8,93.0,112.7,128.9,124.3,142.0,163.0,170.3,182.3,178.4,202.5,215.9,224.2,216.8,245.0,254.9,261.9,287.0,306.5,331.3,364.9,400.7,419.7,462.9,501.1,513.6,553.4,615.8,690.7,738.7,790.6,896.4,1014.8,1153.8,1277.8,1375.5,1559.6,1600.8,1721.2,1946.9,2070.0,2146.8,2307.0,2515.5,2639.9,2757.9,2807.4,2939.8,3078.6,3333.5,3519.8,3741.1,4013.4,4239.2,4490.7,4775.2,4684.5,4736.3,4907.8,5273.1,5648.8,6020.7,6175.7,6181.7,5753.8,6123.4,6446.0,6828.5,7094.4,7437.6,7733.2,7804.6,8111.7,8487.9
"20","    Compensation of employees",32.1,28.8,23.5,17.4,16.6,19.6,21.5,24.6,28.8,25.5,28.0,31.0,39.6,50.8,62.0,64.8,61.7,66.9,78.8,87.5,84.9,94.4,109.8,117.8,128.2,125.9,137.9,150.8,158.4,155.2,170.8,180.4,184.5,199.3,210.1,225.7,245.4,272.9,291.1,320.9,356.1,374.5,396.2,439.9,495.1,542.9,569.0,640.0,723.3,829.5,942.4,1030.7,1139.9,1183.3,1250.1,1388.2,1490.1,1578.2,1685.5,1825.3,1934.8,2037.5,2071.1,2188.7,2271.0,2398.7,2524.6,2667.7,2862.6,3093.8,3310.0,3597.3,3582.3,3540.5,3594.3,3761.3,3928.7,4127.5,4307.1,4364.3,4094.9,4166.6,4372.7,4608.3,4768.1,5026.2,5290.1,5426.6,5698.5,6007.6
"21","        Wages and salaries",31.8,28.4,23.2,17.1,16.3,19.3,21.2,24.1,27.6,24.2,26.6,29.5,37.8,48.6,59.3,61.8,58.6,63.6,74.8,83.4,80.7,88.9,103.1,110.5,120.4,117.7,128.5,140.1,146.5,143.3,156.9,165.1,168.6,181.2,190.6,204.5,222.2,245.2,261.6,288.1,318.8,334.9,353.5,389.9,437.3,478.5,495.1,554.6,621.6,709.0,802.5,874.7,964.3,995.0,1044.7,1160.1,1243.0,1307.3,1397.0,1514.9,1600.1,1682.9,1701.7,1783.9,1845.5,1952.8,2076.9,2206.9,2384.2,2582.6,2771.1,3008.4,2991.5,2937.4,2960.8,3098.3,3236.3,3418.9,3573.4,3624.7,3382.8,3452.3,3630.6,3839.2,3968.6,4197.2,4428.3,4555.9,4780.9,5042.4
"22","        Supplements to wages and salaries",0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.6,1.2,1.3,1.4,1.5,1.9,2.2,2.7,3.1,3.0,3.2,4.0,4.0,4.2,5.4,6.8,7.2,7.8,8.2,9.4,10.7,11.9,11.9,13.9,15.4,15.9,18.1,19.5,21.1,23.2,27.6,29.4,32.7,37.2,39.5,42.7,50.0,57.8,64.4,74.0,85.4,101.8,120.5,139.9,156.0,175.6,188.3,205.4,228.1,247.1,270.9,288.4,310.4,334.7,354.6,369.4,404.8,425.6,445.9,447.7,460.8,478.3,511.2,538.9,588.9,590.8,603.0,633.5,663.0,692.5,708.6,733.7,739.6,712.1,714.3,742.1,769.1,799.5,829.0,861.8,870.7,917.5,965.3
"23","    Taxes on production and imports less subsidies",3.0,3.0,2.8,2.9,3.4,4.0,4.1,4.3,4.5,4.5,4.7,5.0,5.9,6.3,6.6,7.3,8.1,9.5,11.2,12.4,13.0,14.4,15.4,16.8,17.9,17.3,19.2,20.8,22.0,22.3,24.4,26.6,27.6,29.9,31.7,33.9,36.0,37.0,39.3,45.5,50.2,54.2,59.5,63.7,70.1,74.4,80.2,86.7,94.6,102.7,108.8,121.5,146.7,152.9,168.0,185.0,196.6,204.6,216.8,233.8,248.2,263.5,285.7,302.5,319.3,350.7,358.7,371.7,388.9,402.9,424.6,449.9,441.5,467.0,491.1,531.7,575.7,611.8,631.3,637.4,608.5,638.2,670.8,695.1,742.0,767.6,784.1,799.8,835.0,876.4
"24","    Net operating surplus",10.7,8.6,4.6,1.3,1.1,3.9,5.3,7.2,7.9,5.6,7.1,10.2,15.8,20.8,24.7,24.6,20.1,16.6,22.8,29.1,26.4,33.3,37.8,35.7,36.2,35.2,45.4,44.3,43.7,39.2,49.8,47.9,49.7,57.9,64.7,71.7,83.5,90.9,89.4,96.4,94.9,84.9,97.7,112.2,125.5,121.3,141.3,169.7,196.9,221.6,226.7,223.3,273.1,264.6,303.1,373.7,383.3,364.1,404.7,456.4,456.9,456.8,450.6,448.6,488.2,584.1,636.6,701.7,762.0,742.5,756.1,728.0,660.7,728.8,822.3,980.0,1144.4,1281.4,1237.4,1180.0,1050.4,1318.6,1402.4,1525.1,1584.3,1643.8,1658.9,1578.2,1578.2,1603.9
"25","        Net interest and miscellaneous payments",1.4,1.6,1.8,1.8,1.7,1.7,1.7,1.6,1.6,1.5,1.5,1.3,1.2,1.2,1.1,1.0,0.9,0.7,0.8,0.9,1.0,0.9,1.1,1.3,1.3,1.7,1.7,1.8,2.3,2.8,3.0,3.3,3.8,4.5,4.8,5.3,6.0,7.2,8.6,10.1,13.5,17.9,18.9,20.0,23.7,30.1,32.4,30.0,33.0,36.6,43.6,58.0,72.5,83.2,82.6,93.8,96.9,107.0,115.7,135.4,159.4,169.5,156.4,130.9,117.0,116.3,125.6,118.9,126.6,146.4,159.8,198.0,219.8,199.8,171.2,162.5,176.9,186.9,250.3,310.2,284.2,283.3,283.2,291.2,280.1,294.0,310.9,333.7,319.5,347.4
"26","        Business current transfer payments (net)",0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.5,0.6,0.6,0.6,0.6,0.7,0.8,1.0,0.9,1.0,1.0,1.1,1.2,1.3,1.3,1.4,1.6,1.6,1.9,2.1,2.6,2.7,2.9,3.0,3.2,3.6,3.9,4.5,3.7,4.7,6.7,8.7,9.2,9.0,9.6,10.7,8.1,10.0,10.9,15.4,26.9,29.7,27.0,23.5,24.9,26.1,30.7,29.5,34.7,30.2,37.3,38.5,34.1,45.6,45.5,55.1,51.9,61.5,62.2,78.9,68.1,58.6,45.8,60.0,71.3,79.3,81.8,83.9,80.0,97.3,69.2,95.5,83.3
"27","        Corporate profits with IVA and CCAdj",9.0,6.7,2.4,-0.8,-1.0,1.9,3.3,5.3,6.0,3.8,5.4,8.5,14.2,19.2,23.2,23.0,18.5,15.5,21.4,27.6,24.8,31.7,36.0,33.7,33.9,32.7,42.7,41.4,40.3,35.2,45.5,43.3,44.5,51.8,58.3,64.6,75.4,81.1,78.1,83.4,78.3,63.9,75.2,88.3,97.2,87.4,104.3,133.0,155.1,175.8,174.0,155.7,189.9,173.3,210.5,268.9,271.1,230.2,259.4,294.0,274.0,262.5,268.1,287.1,341.7,433.2,480.8,545.5,596.9,562.0,550.7,484.5,385.8,477.1,589.6,755.3,888.7,1026.4,928.5,824.0,706.2,964.0,1039.9,1152.1,1220.2,1269.8,1250.8,1175.3,1163.2,1173.2
"28","            Taxes on corporate income",1.1,0.7,0.5,0.3,0.5,0.7,0.9,1.3,1.4,0.9,1.3,2.7,7.4,11.1,13.7,12.6,10.2,8.6,10.8,11.7,9.3,16.8,21.1,17.7,18.4,15.5,20.1,19.9,19.0,16.1,20.7,19.1,19.4,20.6,22.8,23.9,27.1,29.5,27.8,33.5,33.3,27.3,30.0,33.8,40.4,42.8,41.9,53.5,60.6,67.6,70.6,68.2,66.0,48.8,61.7,75.9,71.1,76.2,94.2,104.0,101.2,98.5,88.6,94.4,108.0,132.4,140.3,152.9,161.4,158.7,166.4,165.1,106.2,91.0,126.5,179.2,262.6,296.3,277.7,208.0,162.3,204.0,209.3,245.7,263.6,290.9,283.4,262.9,232.5,155.6
"29","            Profits after tax with IVA and CCAdj",7.9,6.0,2.0,-1.1,-1.4,1.3,2.5,4.0,4.6,2.9,4.0,5.9,6.8,8.1,9.5,10.4,8.3,6.9,10.7,15.9,15.6,15.0,14.9,16.0,15.6,17.1,22.6,21.5,21.4,19.2,24.8,24.2,25.1,31.2,35.5,40.7,48.3,51.6,50.2,49.8,45.0,36.6,45.2,54.5,56.8,44.6,62.4,79.6,94.6,108.2,103.4,87.5,123.9,124.5,148.8,193.0,200.0,154.0,165.1,190.0,172.8,164.0,179.5,192.6,233.7,300.8,340.5,392.6,435.5,403.3,384.3,319.4,279.7,386.1,463.2,576.1,626.1,730.1,650.8,616.0,543.9,760.0,830.6,906.4,956.6,978.9,967.3,912.3,930.7,1017.6
"30","                Net dividends",5.1,5.0,3.8,2.4,2.0,2.7,3.2,4.3,4.4,2.7,3.4,3.7,4.1,3.8,3.9,4.1,4.1,4.9,5.4,5.9,6.0,7.4,7.0,7.1,7.2,7.4,8.4,9.0,9.2,9.1,9.8,10.5,10.6,11.6,12.4,14.0,16.2,16.8,17.3,19.0,19.0,18.3,18.1,19.7,20.8,21.5,24.6,27.8,30.9,35.9,37.6,44.7,52.5,54.1,63.2,67.2,72.0,72.9,76.3,82.2,105.4,118.3,125.5,134.3,149.2,158.0,178.0,197.6,215.9,241.0,224.7,251.3,245.4,254.8,293.4,364.5,170.8,471.1,484.6,474.2,351.4,375.5,441.0,517.9,531.9,597.5,641.1,690.7,681.2,196.8
"31","                Undistributed profits with IVA and CCAdj",2.8,1.0,-1.8,-3.5,-3.4,-1.4,-0.7,-0.3,0.2,0.1,0.6,2.2,2.7,4.3,5.5,6.3,4.2,2.1,5.3,10.1,9.5,7.6,7.9,8.9,8.3,9.8,14.2,12.5,12.1,10.0,15.0,13.7,14.5,19.6,23.1,26.7,32.1,34.8,33.0,30.8,25.9,18.3,27.0,34.8,36.1,23.0,37.8,51.8,63.6,72.3,65.8,42.8,71.4,70.5,85.6,125.8,128.0,81.1,88.9,107.8,67.5,45.7,54.0,58.4,84.5,142.9,162.5,195.1,219.6,162.3,159.6,68.1,34.2,131.3,169.8,211.6,455.3,259.1,166.2,141.8,192.5,384.5,389.6,388.5,424.7,381.3,326.2,221.7,249.5,820.8
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Corporate business:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","        Profits before tax (without IVA and CCAdj)",10.7,4.4,0.6,-1.3,1.8,3.2,4.2,7.0,7.4,4.3,7.5,10.4,18.4,22.1,25.5,24.4,20.1,24.9,31.7,35.2,28.9,42.5,43.6,39.4,41.4,38.8,49.1,49.8,48.1,42.5,53.2,50.7,50.6,55.4,60.3,67.0,78.4,85.9,82.8,92.3,90.1,79.2,91.4,106.4,131.2,144.1,140.1,179.7,209.4,247.5,266.5,247.3,246.9,199.7,228.8,261.7,251.6,226.7,282.8,331.4,322.3,328.0,352.8,389.5,429.0,523.7,592.3,636.8,689.3,625.3,644.1,600.9,520.2,631.8,811.2,1062.6,1439.5,1604.4,1414.2,989.1,1118.7,1448.2,1405.7,1750.7,1752.7,1859.6,1734.4,1705.6,1678.9,1561.8
