"Table 3.5. Taxes on Production and Imports"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: July 30, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"22","            Local general sales taxes4","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.7,0.9,0.9,1.0,1.1,1.2,1.3,1.3,1.2,1.4,1.8,2.2,2.5,3.0,3.4,4.1,4.6,5.2,5.9,6.7,7.7,8.8,9.8,10.8,12.2,14.0,15.5,16.9,17.9,18.8,21.0,22.2,23.0,23.9,25.5,27.5,29.3,30.6,32.8,35.4,39.5,43.6,43.6,44.2,46.8,49.3,53.8,60.9,64.4,64.7,64.1,66.0,69.6,73.2,76.2,81.2,85.6,87.8,89.0,90.5
"23","        Excise taxes",0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.3,1.1,1.1,1.3,1.7,1.9,2.1,2.3,2.5,2.7,2.9,3.0,3.2,3.5,3.9,4.0,5.4,6.3,6.8,7.3,7.7,8.1,8.8,9.5,10.1,10.7,11.9,13.4,14.7,16.3,18.0,19.5,20.2,21.4,23.3,25.0,26.8,27.8,29.2,32.0,34.2,37.3,40.4,43.3,46.2,49.4,52.4,55.0,58.7,62.7,68.3,72.7,76.1,78.3,81.8,84.5,89.0,93.0,95.5,98.7,105.2,112.2,117.3,127.4,136.6,144.3,144.3,144.0,154.8,160.7,165.6,170.9,174.9,180.9,188.9,198.6,204.4
"24","            State",0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.0,1.1,1.2,1.3,1.3,1.1,1.1,1.3,1.7,1.9,2.1,2.3,2.5,2.7,2.9,3.0,3.2,3.5,3.9,4.0,5.4,5.9,6.4,6.7,7.2,7.6,8.1,8.8,9.4,9.9,11.1,12.4,13.4,14.8,16.3,17.7,18.1,19.0,20.6,22.0,23.3,24.0,25.2,27.5,29.2,31.8,34.3,36.7,39.0,41.6,44.0,45.9,49.1,52.5,57.6,61.2,63.8,65.4,68.0,69.9,73.8,76.9,77.7,80.4,86.1,92.1,96.0,104.2,111.5,117.9,117.3,117.1,127.4,132.3,136.3,140.9,143.5,148.6,155.4,164.0,168.7
"25","                Gasoline",0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.0,0.9,0.7,0.7,0.8,1.0,1.2,1.3,1.5,1.6,1.8,2.0,2.1,2.3,2.5,2.8,2.9,3.0,3.2,3.4,3.6,3.8,4.0,4.2,4.5,4.8,5.0,5.5,6.0,6.4,6.9,7.6,8.3,8.1,8.4,9.0,9.3,9.7,9.7,9.6,10.1,10.5,11.6,12.9,14.0,14.9,16.5,17.6,18.6,20.1,21.4,22.9,24.0,25.2,25.7,26.6,27.7,28.6,29.6,30.4,31.6,32.4,32.7,33.9,35.1,36.3,37.4,36.9,36.5,38.3,39.9,40.2,40.8,41.8,43.4,44.2,46.4,48.9
"26","                Alcoholic beverages3","---","---",0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.2,1.3,1.5,1.6,1.7,1.9,2.0,2.0,2.1,2.2,2.3,2.4,2.5,2.7,2.7,2.8,3.0,3.1,3.1,3.2,3.1,3.1,3.3,3.5,3.6,3.6,3.6,3.6,3.7,3.7,3.8,4.0,4.1,4.2,4.3,4.5,4.6,4.8,5.1,5.2,5.3,5.4,5.7,5.8,6.0,6.1,6.5,6.6,6.6,6.8,6.9
"27","                Tobacco3","---","---",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.8,1.0,1.0,1.1,1.2,1.2,1.4,1.6,1.7,2.0,2.1,2.4,2.6,3.0,3.2,3.3,3.3,3.5,3.6,3.7,3.7,3.8,3.9,4.1,4.0,4.2,4.4,4.6,4.7,4.8,5.4,5.8,6.1,6.1,6.5,7.0,7.3,7.5,7.5,8.1,8.2,8.5,8.6,10.4,11.8,12.7,13.7,14.7,15.9,16.4,17.0,18.2,18.0,17.8,18.0,17.5,17.6,18.2,19.1,19.2
"28","                Public utilities5","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.2,1.3,1.4,1.5,1.9,2.1,2.4,2.7,2.9,3.7,4.6,5.4,5.9,5.9,6.2,6.0,6.1,6.1,6.2,6.7,7.0,7.9,8.0,8.5,7.9,8.9,8.9,8.8,9.4,8.8,9.8,10.3,10.5,10.6,11.7,14.1,14.7,14.8,14.8,14.8,14.4,14.7,14.4,13.9,13.3,12.8,12.6,12.7
"29","                Insurance receipts5","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.8,0.8,0.8,0.9,1.2,1.1,1.4,1.4,1.6,1.7,1.7,2.0,2.4,2.7,2.9,3.2,3.4,3.5,4.0,4.2,4.8,5.9,6.7,7.3,7.3,7.5,7.9,7.9,8.1,8.5,9.0,8.9,9.2,9.6,9.7,9.8,10.4,11.6,13.1,14.5,15.1,15.1,15.5,15.7,15.5,15.7,16.5,16.8,18.1,19.6,20.9,22.4,24.0,24.5
"30","                Other excise taxes5","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.2,1.3,1.5,1.5,1.6,1.9,2.1,2.2,2.3,2.4,2.7,3.0,3.5,4.1,4.3,4.4,4.5,5.1,5.2,5.7,6.6,9.2,10.9,11.0,11.9,12.5,12.9,14.8,16.0,16.0,15.7,17.2,19.4,19.6,23.8,26.2,29.2,28.2,28.0,34.7,37.8,40.7,43.5,44.3,46.8,51.1,55.1,56.5
"31","            Local4","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.4,0.5,0.5,0.5,0.5,0.7,0.7,0.7,0.7,0.8,1.1,1.3,1.5,1.6,1.8,2.1,2.4,2.7,3.1,3.5,3.8,4.0,4.5,5.0,5.5,6.1,6.6,7.2,7.8,8.5,9.1,9.6,10.2,10.8,11.5,12.3,13.0,13.8,14.6,15.2,16.1,17.8,18.3,19.1,20.1,21.4,23.1,25.1,26.4,27.0,26.9,27.4,28.4,29.3,30.0,31.4,32.3,33.5,34.6,35.7
"32","                Public utilities","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.7,0.9,1.0,1.1,1.3,1.5,1.8,2.0,2.3,2.5,2.6,2.8,3.2,3.5,3.8,4.0,4.1,4.3,4.5,4.8,5.1,5.6,6.0,6.5,6.8,7.2,7.5,7.9,8.2,8.5,9.2,9.9,10.4,10.6,11.3,12.0,12.7,13.2,13.7,13.8,14.1,14.1,14.3,14.2,14.6,14.6,14.8,15.0,15.3
"33","                Other excise taxes","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.7,1.8,2.0,2.3,2.6,3.1,3.5,4.0,4.2,4.5,4.6,4.7,5.0,5.5,5.7,6.3,6.7,7.0,7.7,8.6,8.4,8.7,9.5,10.1,11.1,12.4,13.2,13.3,13.1,13.3,14.2,15.0,15.9,16.8,17.7,18.7,19.6,20.4
"34","        Severance taxes6","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.8,0.9,1.6,1.8,2.1,2.3,2.6,3.5,5.0,7.5,7.8,7.1,7.3,7.0,5.0,4.3,4.1,4.4,5.2,5.1,4.8,4.4,4.4,4.0,4.5,4.7,3.6,3.5,5.3,5.8,4.3,5.9,7.1,9.1,10.7,12.9,21.2,8.9,11.8,16.5,17.0,18.3,17.1,9.7,7.5,10.2,13.6
"35","        Local taxes on product n.i.e.4",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,"---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---"
"36","        Other7,8","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",2.4,2.4,2.1,1.8,2.1,2.5,2.4,2.4,2.9,2.9,4.0,4.4,4.4,4.9,7.2,13.6,18.1,25.3,23.6,20.5,14.9,7.0,7.5,8.4,9.8,12.2,13.2,14.9,15.9,16.5,17.1
"37","    Other taxes on production","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",155.7,170.0,182.4,197.7,208.9,213.5,228.0,233.1,244.3,257.5,267.3,280.6,294.8,309.9,334.0,350.5,378.3,408.5,433.0,463.1,474.2,496.0,497.2,498.2,504.2,518.0,537.7,555.7,581.4,615.7,633.9
"38","        Property taxes",4.5,4.7,4.5,4.4,4.0,3.9,4.0,4.1,4.2,4.3,4.3,4.4,4.4,4.4,4.5,4.6,4.6,4.8,5.3,5.9,6.6,7.1,7.7,8.4,9.1,9.7,10.4,11.5,12.6,13.8,14.8,16.2,17.6,19.0,20.2,21.7,23.2,24.5,27.0,29.9,32.8,36.7,40.4,43.2,46.4,49.0,53.4,58.2,63.2,63.7,64.4,68.8,77.1,85.3,91.9,99.7,107.5,116.2,126.4,136.5,149.9,161.5,176.1,184.7,187.3,199.4,202.6,212.4,223.5,231.0,242.8,254.7,268.0,289.2,306.9,326.1,351.2,375.2,403.7,415.7,439.6,438.6,439.2,444.3,456.8,475.0,490.3,513.5,545.8,562.0
"39","        Special assessments","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.4,0.5,0.5,0.6,0.7,0.8,0.8,0.8,0.9,0.9,0.9,1.1,1.2,1.3,1.5,1.6,1.8,2.0,2.1,2.3,2.5,2.4,2.4,2.4,2.5,2.8,2.9,3.1,3.1,3.4,3.7,3.7,3.8,3.9,4.5,5.6,6.2,6.3,6.8,7.4,7.1,7.0,7.0,6.9,7.2,7.4,7.7,8.2,9.0,9.5,9.7,10.0
"40","        Motor vehicle licenses",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.5,1.4,1.6,1.6,1.7,1.8,2.0,2.1,2.1,2.1,2.3,2.6,2.7,3.0,3.2,3.4,3.6,3.7,4.0,4.5,4.9,5.5,5.4,5.8,6.1,6.3,6.7,6.6,6.9,7.2,7.7,7.9,8.3,8.5,8.4,8.6,9.1,9.5,10.0,10.1,10.3,10.7,11.1,11.5,12.0
"41","        Other license taxes7","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",6.9,7.1,7.7,8.1,9.7,10.0,10.8,12.2,12.8,13.3,14.0,14.4,15.9,16.2,19.1,19.2,29.3,35.6,37.6,39.7,39.4,37.2,36.7,36.9,37.2,38.1,38.8,40.1,41.2,42.0,42.8
