"Table 2.3.3. Real Personal Consumption Expenditures by Major Type of Product, Quantity Indexes"
"[Index numbers, 2012=100]" 
"Bureau of Economic Analysis" 
"Last Revised on: February 28, 2019 - Next Release Date March 28, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"10","        Clothing and footwear",9.825,8.839,8.730,7.764,6.988,7.381,7.977,8.673,8.581,8.700,9.395,9.699,10.429,10.873,11.837,11.456,11.837,12.071,11.517,11.631,11.701,11.995,11.934,12.557,12.669,12.681,13.298,13.647,13.551,13.688,14.393,14.524,14.792,15.462,15.746,16.943,17.648,18.831,18.962,19.723,20.103,19.871,20.707,22.181,23.777,23.323,23.911,25.013,26.353,29.130,30.827,31.782,33.806,34.368,36.721,39.761,41.534,44.647,46.302,47.664,50.188,49.841,49.876,52.525,54.761,57.830,60.205,63.125,65.201,69.176,73.718,77.286,78.017,80.399,84.351,88.230,92.947,96.170,98.116,97.046,92.161,96.592,99.824,100.000,100.548,102.377,106.048,108.302,110.918,115.061
"11","        Gasoline and other energy goods",19.193,19.083,18.647,17.476,17.884,18.805,19.758,21.357,22.216,21.963,23.554,25.120,27.163,23.363,19.071,19.196,22.439,31.622,33.502,34.796,34.879,36.649,38.598,40.240,41.268,42.421,45.796,47.754,48.937,51.130,52.375,53.210,52.858,54.574,56.462,59.473,62.305,65.706,67.391,70.237,73.289,76.088,78.744,82.736,87.491,80.369,82.237,86.641,88.196,89.617,87.031,79.336,78.307,78.435,80.162,82.328,83.921,88.190,89.875,92.433,93.911,92.226,91.478,95.131,97.516,99.076,100.924,102.520,104.589,107.519,109.991,107.122,107.018,107.874,107.976,108.891,108.404,108.133,107.938,103.681,104.297,103.774,101.381,100.000,101.851,101.925,106.633,107.120,105.813,105.233
"12","        Other nondurable goods",6.148,5.634,5.541,4.914,4.849,5.306,5.564,6.142,6.468,6.542,7.083,7.386,8.174,8.711,9.446,9.895,10.791,10.730,10.756,11.142,11.857,12.667,13.255,13.857,14.432,14.385,15.083,15.770,16.353,16.686,17.692,18.529,19.492,20.864,21.815,22.782,24.159,26.081,26.849,27.934,28.702,29.658,29.784,31.227,33.342,33.226,32.146,33.500,34.025,36.433,38.544,39.219,40.106,39.962,40.978,43.213,44.374,45.376,47.054,48.133,49.744,51.009,50.729,51.753,53.634,56.347,58.650,61.251,64.577,67.975,72.189,75.796,78.174,80.506,84.610,88.338,91.382,95.888,98.517,97.988,95.827,97.012,99.028,100.000,102.950,107.662,112.674,115.707,118.735,122.514
"13","Services",6.719,6.579,6.412,6.025,5.801,6.086,6.299,6.686,7.000,6.944,7.214,7.492,7.936,8.373,9.041,9.546,10.059,10.498,10.539,10.819,11.079,11.565,12.250,12.800,13.329,13.791,14.482,15.177,15.702,16.212,17.024,17.690,18.338,19.206,20.025,21.215,22.393,23.502,24.465,25.766,26.907,27.966,28.935,30.594,32.041,32.655,33.884,35.338,36.798,38.488,39.666,40.312,40.939,41.788,43.934,45.619,47.953,49.436,51.673,53.994,55.710,57.345,58.242,60.571,62.444,64.356,66.241,68.157,70.340,73.536,76.332,80.169,81.959,83.472,85.349,87.924,90.778,93.250,95.040,96.253,95.943,97.127,98.820,100.000,100.630,103.053,106.390,108.867,111.065,113.437
"14","    Household consumption expenditures (for services)",7.084,6.917,6.727,6.325,6.105,6.433,6.670,7.092,7.446,7.371,7.665,7.953,8.440,8.909,9.616,10.146,10.708,11.180,11.258,11.563,11.849,12.385,13.150,13.713,14.286,14.778,15.533,16.266,16.839,17.377,18.217,18.884,19.583,20.520,21.400,22.637,23.896,25.092,26.117,27.506,28.756,29.866,30.878,32.654,34.241,34.938,36.290,37.826,39.419,41.228,42.486,43.130,43.709,44.410,46.541,48.148,50.569,51.973,54.270,56.534,58.125,59.501,60.193,62.285,64.105,65.950,67.841,69.739,72.241,75.403,78.167,82.002,83.643,84.901,86.627,89.293,92.317,94.496,96.274,96.982,96.497,97.601,99.172,100.000,100.602,103.135,106.810,109.246,111.592,113.730
"15","        Housing and utilities",5.766,5.750,5.717,5.620,5.511,5.806,5.878,6.006,6.133,6.242,6.417,6.645,7.008,7.377,7.647,7.955,8.163,8.901,9.663,10.308,11.020,11.878,12.812,13.684,14.472,15.273,16.114,17.011,17.896,18.803,19.881,20.944,21.972,23.244,24.330,25.510,26.861,28.088,29.353,30.825,32.519,33.767,35.222,37.105,38.840,40.676,41.979,43.167,44.368,46.480,48.130,49.791,50.530,50.919,51.989,53.733,55.852,57.189,58.759,60.761,62.280,63.456,64.831,66.147,67.944,70.167,72.303,73.974,75.557,77.885,80.192,82.782,84.981,85.539,86.684,88.854,92.500,94.298,95.209,96.239,97.335,98.523,99.834,100.000,100.506,102.408,104.660,106.023,106.690,108.208
"16","        Health care",5.034,4.922,4.829,4.564,4.231,4.347,4.369,4.654,4.767,4.669,4.914,5.047,5.209,5.447,5.437,5.799,5.922,6.943,7.261,7.913,8.089,8.473,8.718,9.193,9.645,10.357,10.670,11.319,11.952,12.889,13.864,14.041,14.665,15.985,17.043,18.973,19.838,20.919,21.895,23.594,25.343,26.704,28.625,30.585,32.784,33.911,35.658,37.219,39.024,40.812,42.186,43.400,45.493,45.603,46.965,47.725,49.182,50.718,52.827,54.903,55.532,57.401,58.501,60.267,60.572,61.046,62.311,63.599,65.574,67.704,68.762,71.125,74.671,79.106,81.221,84.074,86.855,88.850,90.992,93.223,95.269,96.727,98.210,100.000,100.621,103.794,109.815,114.298,117.816,120.967
"17","        Transportation services",9.564,8.435,7.452,6.521,6.535,6.933,7.096,7.943,8.368,7.976,8.595,9.176,10.232,11.272,13.987,15.198,16.337,19.272,18.854,18.780,17.875,17.351,17.963,18.179,18.641,18.055,18.644,19.160,19.507,19.224,19.980,20.629,20.881,21.662,22.605,23.843,25.055,26.502,27.911,29.693,31.681,32.789,34.176,36.139,36.772,36.977,37.475,39.347,42.127,43.143,44.446,41.812,40.255,39.380,42.347,47.312,52.270,54.544,56.781,60.061,61.411,61.347,58.433,61.389,64.695,70.686,75.776,81.968,88.031,92.019,97.310,102.208,101.058,98.129,99.045,102.143,103.118,103.526,104.895,100.966,93.773,94.074,98.159,100.000,104.501,109.866,114.199,118.510,122.442,124.475
"18","        Recreation services",5.570,5.482,5.334,4.339,4.158,4.564,4.853,5.370,5.737,5.434,5.603,6.044,6.402,6.962,7.507,7.399,7.843,9.060,8.582,8.326,8.142,8.157,8.250,8.388,8.486,8.658,9.057,9.497,9.182,9.108,9.758,10.298,10.739,11.259,11.717,12.194,12.650,13.413,13.866,14.738,15.614,16.169,16.722,17.611,19.110,20.402,21.455,22.934,24.384,25.568,26.812,27.719,30.071,31.759,34.471,36.762,39.420,41.243,43.117,47.212,50.158,52.332,51.958,55.394,58.887,61.897,66.606,69.617,71.827,74.092,77.605,79.842,79.711,80.171,82.788,86.979,89.118,92.291,96.001,96.461,95.215,97.957,97.571,100.000,102.041,104.408,108.887,111.175,113.530,114.223
"19","        Food services and accommodations",8.215,8.372,8.760,8.568,7.727,8.780,9.434,10.724,12.165,12.267,13.353,14.130,15.706,17.287,20.481,23.386,26.309,23.708,20.869,20.184,20.398,20.597,22.499,23.576,24.447,24.375,24.987,25.719,26.016,25.629,26.164,26.439,26.524,27.477,28.164,29.604,31.720,33.297,32.955,35.001,35.760,37.000,36.960,39.782,41.767,41.384,43.105,45.705,46.927,48.915,50.432,50.455,50.958,51.295,52.981,54.447,55.173,56.768,59.734,63.288,65.036,67.352,67.394,69.111,70.644,71.727,71.855,72.276,73.820,75.746,77.612,81.146,80.995,82.220,85.384,88.979,92.334,95.502,96.910,96.170,92.936,95.108,97.674,100.000,101.737,105.119,109.662,112.139,112.825,115.793
"20","        Financial services and insurance",5.564,5.084,4.749,4.546,4.877,4.476,4.859,5.048,5.129,4.967,5.102,5.119,5.225,5.059,5.358,5.385,5.561,5.800,6.249,6.565,6.745,7.570,8.493,8.510,8.760,9.352,10.103,10.631,10.960,11.313,11.628,12.101,12.734,12.687,13.151,14.073,15.021,15.552,16.348,17.261,17.462,18.107,18.778,19.836,20.934,21.409,23.513,24.776,26.314,27.553,28.418,28.818,28.681,31.116,35.438,35.645,39.101,40.504,42.918,43.739,46.165,46.902,50.757,54.198,58.303,59.679,61.565,63.628,67.070,72.920,79.881,88.330,85.941,85.384,85.871,88.828,93.633,95.807,98.553,100.594,98.697,98.830,101.370,100.000,99.400,99.884,102.658,100.884,103.445,104.409
"21","        Other services",13.937,13.576,12.702,11.145,10.301,11.038,11.633,12.562,13.383,12.879,13.138,13.450,14.063,14.541,15.014,15.101,15.529,16.072,16.630,17.028,17.212,17.830,18.173,18.559,19.136,19.590,21.005,21.911,22.690,23.442,24.464,25.236,26.056,27.086,28.075,29.330,31.004,32.827,34.759,35.717,36.768,37.952,38.107,39.765,40.891,39.578,39.901,41.423,43.455,45.755,46.161,45.903,44.916,45.850,48.844,51.296,54.878,55.480,59.376,61.765,63.681,64.769,62.438,64.909,66.311,68.873,70.198,72.566,76.726,82.243,84.643,90.435,94.193,94.337,96.505,98.024,99.383,102.212,103.836,102.469,99.534,99.282,99.974,100.000,98.869,101.842,103.660,108.039,112.480,115.381
"22","    Final consumption expenditures of nonprofit institutions serving households (NPISHs)1",1.516,1.590,1.627,1.504,1.374,1.296,1.280,1.301,1.260,1.323,1.339,1.428,1.436,1.497,1.633,1.758,1.768,1.823,1.680,1.699,1.705,1.716,1.687,1.874,1.927,2.006,2.046,2.195,2.229,2.338,2.577,2.874,2.949,3.037,3.147,3.496,3.681,3.802,3.977,4.185,4.227,4.492,4.754,4.998,5.040,4.960,4.988,5.291,5.383,5.635,5.824,6.127,6.635,7.784,9.035,10.518,11.353,12.891,13.916,15.998,18.400,22.396,25.582,30.895,33.429,36.357,38.093,40.267,37.065,40.699,43.864,47.530,51.454,56.742,60.941,61.892,61.719,69.303,71.277,81.744,84.748,87.496,91.651,100.000,101.211,101.358,97.875,101.164,100.449,107.456
"23","        Gross output of nonprofit institutions2","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",12.069,12.556,13.112,13.806,14.600,15.740,16.676,17.767,18.828,20.118,21.157,22.236,23.820,25.179,25.901,26.238,27.243,28.708,29.809,31.443,32.330,33.304,34.681,36.177,37.551,38.858,40.206,42.192,43.898,46.267,47.944,50.818,52.693,55.541,56.917,58.140,58.916,60.420,61.290,64.233,66.419,68.940,72.236,76.522,78.312,80.272,82.256,85.351,87.369,90.744,93.020,94.859,96.696,100.000,100.693,102.409,104.226,107.989,109.761,112.700
"24","        Less: Receipts from sales of goods and services by nonprofit institutions3","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",19.262,19.326,20.361,21.671,23.137,24.601,26.140,28.242,30.098,32.366,34.587,36.197,38.953,41.260,42.752,43.760,45.948,48.311,50.498,53.394,54.812,56.093,57.706,58.105,58.354,58.305,59.568,61.059,62.840,64.560,64.890,66.080,66.647,67.609,68.245,68.500,68.754,69.890,72.851,75.357,76.942,78.743,81.570,85.156,85.630,88.058,91.043,92.025,94.049,94.279,96.242,97.712,98.641,100.000,100.496,102.814,106.716,110.666,113.451,114.732
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","    PCE excluding food and energy4",6.180,5.764,5.531,4.989,4.779,5.096,5.428,5.932,6.167,5.978,6.393,6.733,7.292,7.118,7.548,7.727,8.190,9.103,9.296,9.579,9.919,10.683,10.833,11.165,11.730,11.922,12.879,13.204,13.518,13.589,14.447,14.919,15.260,16.184,16.982,18.100,19.328,20.503,21.136,22.434,23.295,23.791,24.840,26.583,28.255,28.186,28.820,30.488,31.971,33.703,34.694,34.680,35.384,35.911,38.252,40.588,42.931,44.896,46.685,48.734,50.292,51.437,51.522,53.733,55.762,58.074,59.994,62.270,64.916,68.714,72.538,76.601,78.750,80.963,83.687,87.065,90.293,93.319,95.557,95.679,94.303,96.015,98.238,100.000,101.432,104.657,108.821,111.865,114.890,117.949
"26","    Energy goods and services5",11.525,11.685,11.586,11.045,11.070,11.600,12.178,13.076,13.652,13.680,14.589,15.600,16.703,15.274,13.443,13.772,15.593,20.562,22.164,23.455,24.068,25.834,27.665,29.246,30.512,32.053,34.735,36.780,38.195,40.311,41.919,43.130,43.701,45.695,47.510,50.053,52.440,55.312,57.324,59.970,62.847,65.354,67.436,70.911,74.214,70.610,73.043,76.461,78.707,80.827,79.600,75.780,74.678,75.091,76.929,78.299,80.070,81.778,83.955,87.239,88.837,87.257,88.078,89.728,92.981,94.320,95.594,97.856,98.470,100.966,102.656,102.663,101.855,103.519,104.581,105.520,106.334,104.876,105.645,102.279,103.079,104.152,101.921,100.000,102.268,102.731,105.383,105.324,104.259,105.716
"27","    Market-based PCE6","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",51.513,53.654,55.117,56.064,55.835,57.660,59.433,61.635,63.473,65.729,68.257,71.715,75.567,79.171,81.198,83.381,85.994,89.277,92.452,95.075,97.296,96.588,95.266,96.976,98.677,100.000,101.751,105.008,109.174,112.345,115.168,118.076
"28","    Market-based PCE excluding food and energy6","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",47.998,50.105,51.607,52.611,52.321,54.344,56.150,58.385,60.365,62.742,65.508,69.203,73.167,77.051,79.282,81.650,84.377,87.885,91.157,94.011,96.416,96.001,94.464,96.239,98.379,100.000,101.780,105.379,109.922,113.218,116.283,119.226
"Legend / Footnotes:"
"1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households."
"2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; excludes own-account investment (construction and software)."
"3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest of the world; includes membership dues and fees."
"4. Food consists of food and beverages purchased for off-premises consumption; food services, which include purchased meals and beverages, are not classified as food."
"5. Consists of gasoline and other energy goods and of electricity and gas services."
"6. Market-based PCE is a supplemental measure that is based on household expenditures for which there are observable price measures.It excludes most imputed transactions (for example, financial services furnished without payment) and the final consumption expenditures of nonprofit institutions serving households."
