"Table 2.4. Current-Cost Depreciation of Private Fixed Assets, Equipment, Structures, and Intellectual Property Products by Type"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: October 11, 2018"
"Line","","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"10","        Office and accounting equipment",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.1,1.1,1.1,1.1,1.1,1.0,1.0,1.1,1.1,1.2,1.2,1.3,1.3,1.2,1.4,1.7,2.0,2.1,2.4,3.0,3.5,4.1,4.7,5.1,5.4,6.3,6.9,7.9,8.3,7.7,7.2,6.6,6.1,5.8,5.7,5.8,5.8,5.8,5.7,5.6,5.3,4.8,4.5,4.5,5.2,6.1,6.8,7.3,7.1,6.5,5.9,5.3,4.9,4.7,4.5,4.4,4.4,4.3,4.2
"11","      Industrial equipment",0.8,0.9,0.9,0.9,1.0,0.9,0.9,0.8,0.7,0.8,0.8,0.8,0.9,1.0,1.0,1.0,1.2,1.2,1.3,1.3,1.4,1.7,2.0,2.4,2.7,2.9,3.5,3.7,4.0,4.3,4.7,5.4,6.1,6.5,6.8,7.1,7.2,7.3,7.6,7.9,8.4,9.2,10.3,11.3,12.3,13.5,14.7,15.5,16.6,19.3,24.2,26.9,30.2,34.1,39.2,46.3,52.3,55.8,57.2,58.3,60.2,63.9,67.4,71.3,75.3,80.2,83.7,86.1,88.1,91.7,97.6,103.1,107.2,111.1,114.9,118.9,122.7,124.3,126.2,130.3,136.2,142.6,150.7,159.7,161.5,161.0,165.3,170.4,173.7,177.7,180.6,182.4,186.9
"12","        Fabricated metal products",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,1.0,1.0,1.2,1.3,1.6,1.8,2.0,2.4,3.2,3.7,4.3,5.1,6.2,7.5,8.5,9.3,9.6,9.6,9.6,9.3,8.9,9.2,9.4,9.5,9.6,9.8,9.8,9.8,10.4,10.9,11.0,10.9,10.7,10.7,10.9,11.1,11.3,12.1,13.1,14.2,15.6,17.2,17.5,17.5,17.6,18.0,18.0,18.2,18.5,18.4,18.7
"13","        Engines and turbines",0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.4,1.6,1.8,1.9,2.3,2.5,2.5,2.5,2.5,2.4,2.5,2.5,2.6,2.8,3.1,3.3,3.4,3.4,3.5,3.7,3.8,3.9,3.9,4.1,4.3,4.7,5.1,5.5,5.7,5.7,6.0,6.5,7.4,7.9,7.8,8.2,8.7,9.2,9.6,9.9,10.1,10.2
"14","        Metalworking machinery",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.3,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.7,1.9,2.2,2.5,2.7,3.0,3.1,3.2,3.5,4.1,5.1,5.5,6.2,7.0,8.3,9.9,11.2,12.0,12.0,11.9,12.2,13.0,13.6,14.0,14.5,15.3,16.0,16.4,16.8,17.7,19.1,20.4,21.4,22.5,23.4,24.1,24.5,24.4,24.2,24.4,25.2,25.5,25.9,26.7,26.5,25.9,26.2,26.9,27.4,28.2,28.7,29.2,29.9
"15","        Special industry machinery, n.e.c.",0.3,0.3,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.4,0.5,0.6,0.7,0.7,0.9,0.9,1.0,1.0,1.1,1.2,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.8,1.9,2.1,2.4,2.6,2.8,3.0,3.3,3.4,3.7,4.3,5.3,5.7,6.3,6.9,7.8,8.9,10.0,10.6,11.0,11.5,12.1,13.4,14.6,15.9,17.1,18.6,19.7,20.5,21.1,22.0,23.5,25.0,26.1,27.1,28.2,29.2,30.1,30.2,30.3,30.9,31.5,32.2,33.3,34.2,33.8,33.2,33.8,34.3,34.4,34.6,34.7,34.7,35.4
"16","        General industrial, including materials handling, equipment",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.8,0.9,0.9,1.1,1.1,1.1,1.2,1.3,1.5,1.7,1.8,1.9,2.0,2.0,2.1,2.1,2.3,2.4,2.7,3.0,3.2,3.5,3.8,4.2,4.4,4.6,5.2,6.6,7.4,8.3,9.4,10.8,12.8,14.5,15.4,15.8,16.2,17.0,18.5,20.0,21.5,22.7,24.2,25.3,25.9,26.7,28.0,29.7,31.3,32.8,34.3,35.7,37.0,38.3,39.1,40.2,42.0,44.8,47.5,50.5,53.8,54.9,55.0,56.9,59.1,60.7,62.4,63.7,64.8,66.8
"17","        Electrical transmission, distribution, and industrial apparatus",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.7,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.1,1.1,1.2,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.3,2.8,3.2,3.5,3.8,4.2,4.9,5.5,6.0,6.3,6.5,6.9,7.3,7.7,8.0,8.7,9.3,9.8,10.1,10.3,10.7,11.3,11.7,12.1,12.4,12.9,13.6,14.2,14.4,14.6,15.1,16.0,17.2,18.8,20.3,20.8,21.7,22.8,23.5,24.1,24.7,24.9,25.2,26.0
"18","      Transportation equipment",2.0,2.2,2.3,2.3,2.3,2.2,2.0,1.8,1.6,1.6,1.6,1.6,1.7,1.8,1.8,1.8,2.1,2.5,2.3,2.4,2.2,2.4,2.9,3.5,4.1,4.5,5.0,5.3,5.5,5.8,5.9,6.4,6.8,7.7,7.7,7.1,7.2,7.5,7.8,8.1,8.7,9.4,10.1,11.1,12.4,13.4,14.4,15.8,17.5,20.0,22.6,25.1,28.9,32.7,37.4,41.3,44.4,48.1,48.8,49.8,53.4,55.7,58.2,60.3,62.9,64.3,66.1,67.9,71.9,78.3,88.1,94.9,100.7,106.5,114.8,123.4,127.6,126.8,126.0,129.1,137.0,146.0,153.6,154.1,145.4,139.0,144.0,153.2,165.5,178.7,195.6,210.9,221.1
"19","        Trucks, buses, and truck trailers",0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.6,0.9,1.1,1.3,1.4,1.7,1.9,1.8,1.8,1.9,2.2,2.3,2.4,2.4,2.4,2.5,2.6,2.7,2.9,3.2,3.5,3.9,4.3,4.8,5.4,6.0,6.6,7.3,8.8,10.1,11.0,12.6,14.6,16.9,19.0,21.0,21.6,21.7,22.9,24.6,26.5,26.8,27.5,28.7,28.7,28.4,28.6,30.1,33.6,38.5,43.1,47.7,52.9,59.3,64.2,65.2,63.9,63.1,65.2,70.7,76.8,81.6,80.6,74.4,69.0,70.9,76.6,83.0,92.2,104.5,117.5,128.3
"20","          Light trucks (including utility vehicles)",0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.1,1.2,1.3,1.5,1.6,1.8,2.0,2.2,2.4,2.7,3.3,3.7,4.1,4.7,5.4,6.3,7.0,7.7,7.9,8.0,8.4,9.0,9.7,9.8,10.2,10.6,10.7,10.9,11.1,11.7,13.7,16.6,20.0,24.5,28.7,33.2,36.8,38.4,37.9,37.9,39.6,43.2,47.0,50.0,48.9,43.7,39.4,40.6,44.3,48.9,55.6,64.5,75.0,84.6
"21","          Other trucks, buses, and truck trailers",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.7,0.8,0.9,1.0,1.2,1.2,1.1,1.2,1.4,1.5,1.5,1.5,1.5,1.5,1.6,1.7,1.8,2.0,2.2,2.4,2.7,3.0,3.4,3.7,4.1,4.6,5.5,6.4,6.9,7.9,9.2,10.7,12.0,13.3,13.6,13.7,14.5,15.5,16.7,17.0,17.4,18.1,18.0,17.5,17.4,18.3,19.9,22.0,23.0,23.2,24.2,26.1,27.4,26.9,26.0,25.2,25.7,27.5,29.9,31.6,31.7,30.7,29.7,30.3,32.2,34.1,36.6,40.1,42.5,43.7
"22","        Autos",1.1,1.3,1.3,1.3,1.4,1.3,1.2,1.0,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.1,1.5,1.3,1.4,1.2,1.1,1.3,1.6,1.8,2.1,2.3,2.4,2.5,2.7,2.7,2.9,3.0,3.7,3.6,3.1,3.1,3.2,3.4,3.4,3.7,3.8,4.0,4.4,4.8,4.9,5.2,5.7,6.3,6.7,7.1,8.0,9.6,10.6,12.0,12.4,12.0,14.0,14.3,13.8,15.6,15.8,17.8,18.7,19.4,20.1,21.3,22.4,24.3,26.8,30.9,32.5,33.3,33.5,34.2,35.7,36.5,35.8,34.5,34.0,34.3,35.6,36.9,36.6,33.2,31.8,33.5,35.4,39.5,41.4,43.6,44.4,42.5
"23","        Aircraft",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.8,1.0,1.2,1.3,1.3,1.5,1.7,1.9,2.1,2.3,2.6,3.1,3.8,4.5,5.2,5.5,5.8,6.0,6.4,6.8,7.2,7.7,8.4,9.2,9.9,10.4,10.8,11.2,11.7,12.0,12.4,13.4,15.3,17.5,18.7,19.7,20.8,22.0,22.9,23.8,25.2,25.7,25.9,27.0,28.3,29.3,30.7,32.0,32.9,34.1
"24","        Ships and boats",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.2,1.4,1.6,1.8,2.1,2.4,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.0,3.0,3.1,3.2,3.3,3.5,3.6,3.8,4.0,4.2,4.5,4.8,4.9,5.1,5.2,5.4,5.6,5.9,6.0,6.2
"25","        Railroad equipment",0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.4,1.5,1.6,1.8,2.4,2.7,2.9,3.2,3.5,4.1,4.5,4.6,4.5,4.4,4.3,4.1,4.0,4.0,4.1,4.2,4.3,4.2,4.2,4.3,4.6,4.7,4.7,4.8,4.9,5.1,5.2,5.2,5.2,5.5,6.2,6.7,7.1,7.3,7.3,7.3,7.4,7.7,8.3,8.8,9.6,10.0,10.1
"26","      Other equipment",0.8,0.8,0.9,1.0,1.0,1.1,1.0,0.9,0.8,0.8,0.8,0.8,0.9,0.9,0.9,1.0,1.1,1.2,1.2,1.2,1.3,1.6,2.1,2.7,3.1,3.4,4.0,4.2,4.5,4.7,4.9,5.4,5.8,6.1,6.3,6.6,6.7,6.8,7.1,7.5,8.1,8.9,9.7,10.5,11.4,12.4,13.5,14.5,16.0,19.1,23.4,25.9,29.1,33.2,38.3,44.7,50.9,55.0,55.7,56.7,58.1,60.3,62.4,65.7,69.3,73.3,75.6,76.2,77.2,80.0,83.8,87.8,91.9,96.7,102.2,107.7,113.2,117.8,123.2,130.8,142.1,153.6,165.3,178.3,184.3,185.0,192.6,202.2,209.6,218.6,224.9,226.6,230.8
"27","        Furniture and fixtures",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.8,1.9,2.1,2.3,2.4,2.7,3.2,3.6,3.8,4.3,4.9,5.6,6.3,7.1,7.8,8.5,9.3,10.3,11.4,12.4,13.8,15.1,16.4,17.1,17.6,18.2,19.1,20.1,21.1,22.2,23.4,24.8,26.5,28.2,29.4,30.6,32.2,34.6,36.2,37.8,40.0,40.6,39.3,39.8,40.2,40.1,40.5,41.0,41.3,42.2
"28","        Agricultural machinery",0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.5,0.7,0.8,1.0,1.1,1.2,1.3,1.4,1.4,1.4,1.5,1.5,1.6,1.7,1.7,1.7,1.8,1.9,2.0,2.2,2.4,2.6,2.8,3.0,3.3,3.5,3.9,4.7,5.9,6.7,7.5,8.4,9.7,11.3,12.7,13.6,13.6,13.3,12.7,12.4,12.0,11.8,12.0,12.3,12.7,12.9,12.7,12.9,13.1,13.3,13.5,13.9,14.1,14.0,14.0,14.3,14.9,15.8,17.1,18.0,18.9,20.4,21.6,22.2,23.1,24.5,26.5,29.0,30.4,30.5,30.5
"29","        Construction machinery",0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.1,1.1,1.1,1.1,1.2,1.3,1.4,1.6,1.8,2.0,2.2,2.4,2.6,2.8,3.1,3.8,4.9,5.4,6.2,7.3,8.5,9.8,10.7,10.9,10.4,10.2,10.3,10.7,11.3,11.7,12.1,12.8,12.9,12.6,12.5,12.8,13.4,14.1,15.0,16.1,17.4,18.4,19.1,19.4,19.7,20.7,22.6,25.1,27.4,29.8,30.7,30.9,32.9,36.0,37.5,38.8,39.8,39.6,40.1
"30","        Mining and oilfield machinery",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1.1,1.5,1.9,2.3,2.7,3.2,3.9,4.8,5.4,5.1,4.8,4.5,4.1,3.7,3.5,3.3,3.2,3.1,2.9,2.7,2.7,2.8,2.8,2.9,3.0,3.2,3.5,3.9,4.0,4.1,4.4,5.0,6.1,7.7,9.8,11.1,12.1,14.1,16.9,19.7,22.2,23.4,22.9,22.9
"31","        Service industry machinery",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.9,0.9,1.0,1.1,1.1,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.4,1.6,1.7,1.9,2.0,2.2,2.3,2.5,2.8,3.2,3.5,3.8,4.1,4.6,5.3,5.9,6.4,6.8,7.2,7.7,8.2,8.8,9.4,10.1,10.6,11.1,11.0,10.9,11.2,11.8,12.5,13.0,13.5,14.3,15.0,15.8,16.5,17.1,18.0,19.3,20.6,22.2,23.4,24.0,24.4,25.5,26.4,27.1,27.8,28.8,29.8,31.4
"32","        Electrical equipment, n.e.c.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,1.0,1.2,1.5,1.8,2.1,2.1,2.3,2.4,2.6,2.8,3.0,3.2,3.3,3.3,3.2,3.2,3.1,3.2,3.2,3.3,3.4,3.5,3.7,3.8,4.0,4.2,4.5,4.9,5.2,5.4,5.6,5.5,5.3,5.4,5.5,5.8,6.0,6.3,6.4,6.7
"33","        Other nonresidential equipment",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.7,0.8,0.8,0.9,1.0,1.1,1.2,1.4,1.5,1.6,1.8,1.9,2.1,2.4,2.9,3.4,3.8,4.1,4.7,5.5,6.7,7.8,8.7,9.2,9.6,10.1,10.8,11.5,12.5,13.6,14.6,15.5,16.1,16.9,18.0,19.4,20.8,22.0,23.4,24.9,26.7,28.5,30.3,32.5,35.3,38.6,42.4,45.8,49.1,50.7,50.8,51.8,52.6,53.1,54.3,55.3,56.0,57.0
