"Table 1.12. National Income by Type of Income"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: February 28, 2019 - Next Release Date March 28, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"10","    Farm",5.7,3.9,3.0,1.8,2.2,2.6,4.9,3.9,5.6,4.0,4.0,4.1,6.0,9.7,11.5,11.4,11.8,14.2,14.3,16.7,12.0,12.9,15.3,14.3,12.2,11.7,10.7,10.6,10.6,12.4,10.0,10.6,11.2,11.2,11.0,9.8,12.0,13.0,11.6,11.7,12.8,12.9,13.4,17.0,29.1,23.5,22.0,17.2,16.0,19.9,22.2,11.7,19.0,13.3,6.2,20.9,21.0,22.8,28.9,26.8,33.0,32.2,26.8,34.8,31.4,34.7,22.0,37.3,32.4,28.5,28.1,31.5,32.1,19.9,36.5,51.5,46.8,33.1,40.3,40.2,28.1,39.0,64.9,60.9,88.3,70.1,56.4,37.5,38.9,37.5
"11","    Nonfarm",8.4,7.0,5.3,3.3,3.0,4.4,5.2,6.4,6.9,6.6,7.1,8.2,10.6,13.7,16.7,17.9,19.0,21.5,20.2,22.6,22.7,24.6,27.3,28.7,29.8,30.5,33.6,35.2,37.2,37.7,40.3,39.9,42.0,44.0,45.4,49.4,51.6,54.9,57.8,62.2,64.2,64.9,70.5,78.1,83.4,88.7,96.2,113.8,128.5,146.1,157.3,159.9,160.7,157.9,180.1,207.3,220.1,233.7,257.6,298.7,308.1,321.0,327.4,365.4,396.6,422.0,459.2,506.4,551.6,611.7,668.3,722.4,798.9,849.8,860.4,910.5,931.2,1016.6,953.8,920.7,910.5,1069.7,1164.4,1286.4,1315.3,1377.5,1365.5,1381.8,1462.0,1542.2
"12","Rental income of persons with CCAdj",6.1,5.4,4.4,3.6,2.9,2.5,2.6,2.7,3.0,3.5,3.7,3.8,4.4,5.5,6.0,6.3,6.6,6.9,6.9,7.5,7.8,8.8,9.7,10.8,12.0,13.1,13.4,13.7,14.1,14.8,15.6,16.5,17.2,18.0,18.7,18.8,19.3,19.9,20.3,20.1,20.3,20.7,21.8,22.7,23.1,23.2,22.3,20.3,15.9,16.5,16.1,19.0,23.8,23.8,24.4,24.7,26.2,18.3,16.6,22.5,21.5,28.2,38.6,60.6,90.1,113.7,124.9,142.5,147.1,165.2,178.5,183.5,202.4,211.1,231.5,248.9,232.0,202.3,184.4,256.7,327.3,394.2,478.6,518.0,557.0,608.4,651.8,694.8,730.2,760.0
"13","Corporate profits with IVA and CCAdj",10.8,7.5,3.0,-0.2,-0.2,2.5,4.0,6.2,7.1,5.0,6.6,9.9,15.7,20.8,24.9,25.0,20.5,18.2,24.2,31.4,29.1,36.1,41.2,39.7,40.3,39.5,50.2,49.6,49.1,43.9,55.5,54.7,55.9,64.0,70.5,77.7,89.3,96.1,93.9,101.7,98.4,86.2,100.6,117.2,133.4,125.7,138.9,174.3,205.8,238.6,249.0,223.6,247.5,229.9,279.8,337.9,354.5,324.4,366.0,414.5,414.3,417.7,452.6,477.2,524.6,624.8,706.2,789.5,869.7,808.5,834.9,786.6,758.7,911.7,1056.3,1289.3,1488.6,1646.3,1533.2,1285.8,1386.8,1728.7,1809.8,1997.4,2010.7,2118.8,2057.3,2035.0,2099.3,"---"
"14","    Taxes on corporate income",1.4,0.8,0.5,0.4,0.5,0.7,1.0,1.4,1.5,1.0,1.4,2.8,7.6,11.4,14.1,12.9,10.7,9.1,11.2,12.3,10.0,17.7,22.3,19.1,19.9,17.3,21.8,21.6,20.9,18.4,22.8,21.9,22.2,23.3,25.5,26.6,29.8,32.2,31.0,37.2,37.0,31.3,34.8,39.1,45.6,47.2,46.3,59.4,68.5,77.9,80.7,75.5,70.3,51.3,66.4,81.5,81.6,91.9,112.7,124.3,124.4,121.8,117.8,131.9,155.0,172.7,194.4,211.4,224.8,221.8,227.4,233.4,170.1,160.6,213.7,278.5,379.8,430.4,392.1,256.1,204.2,272.5,281.1,334.9,362.8,407.4,397.2,392.9,350.7,"---"
"15","    Profits after tax with IVA and CCAdj",9.5,6.7,2.5,-0.6,-0.7,1.8,3.1,4.8,5.6,4.0,5.2,7.0,8.1,9.4,10.8,12.0,9.8,9.1,13.0,19.1,19.0,18.3,18.9,20.6,20.4,22.1,28.4,28.1,28.3,25.4,32.7,32.8,33.7,40.7,45.0,51.1,59.5,63.9,62.9,64.6,61.5,55.0,65.8,78.1,87.8,78.5,92.6,114.9,137.3,160.7,168.2,148.1,177.2,178.6,213.3,256.4,272.9,232.5,253.3,290.2,289.9,295.9,334.8,345.3,369.5,452.1,511.8,578.1,645.0,586.6,607.5,553.2,588.6,751.1,842.5,1010.8,1108.8,1215.8,1141.1,1029.7,1182.6,1456.2,1528.7,1662.5,1647.9,1711.5,1660.1,1642.1,1748.6,"---"
"16","        Net dividends",5.8,5.5,4.1,2.5,2.0,2.6,2.8,4.5,4.7,3.2,3.8,4.0,4.4,4.3,4.4,4.6,4.6,5.6,6.4,7.2,7.4,9.0,8.8,8.9,9.2,9.6,10.7,11.7,12.3,12.1,13.5,14.3,14.6,15.8,17.1,19.8,21.5,22.3,23.4,26.0,27.3,27.8,28.4,30.1,34.2,38.8,38.3,44.9,50.7,57.8,66.8,75.8,87.8,92.9,97.7,106.9,115.3,124.0,130.1,147.3,179.6,192.7,201.3,206.3,221.3,256.4,282.3,323.6,360.1,383.6,373.5,410.2,397.9,424.9,456.0,582.2,602.0,755.1,853.5,840.3,622.1,643.2,779.1,948.7,1009.0,1096.1,1164.9,1187.4,1215.3,1241.7
"17","        Undistributed profits with IVA and CCAdj",3.7,1.2,-1.6,-3.1,-2.7,-0.8,0.2,0.3,0.9,0.8,1.4,3.0,3.7,5.1,6.4,7.4,5.2,3.6,6.6,11.9,11.6,9.3,10.1,11.7,11.1,12.6,17.6,16.4,16.0,13.3,19.2,18.5,19.2,24.9,27.9,31.4,38.0,41.6,39.5,38.6,34.2,27.2,37.5,48.0,53.5,39.7,54.3,70.0,86.6,102.9,101.4,72.3,89.4,85.6,115.7,149.5,157.5,108.5,123.2,142.9,110.3,103.2,133.5,139.0,148.2,195.7,229.4,254.5,284.9,203.0,234.1,142.9,190.8,326.2,386.5,428.6,506.8,460.8,287.6,189.4,560.6,813.0,749.6,713.9,638.9,615.4,495.2,454.7,533.3,"---"
"18","Net interest and miscellaneous payments",4.6,4.8,4.8,4.5,4.0,4.0,4.1,3.8,3.7,3.6,3.6,3.3,3.3,3.2,2.9,2.4,2.3,1.8,2.3,2.5,2.8,3.1,3.6,4.0,4.5,5.4,5.9,6.5,7.7,9.2,9.3,10.3,12.1,13.8,14.8,17.0,19.1,21.8,24.9,27.0,32.7,39.5,44.2,48.0,55.7,71.7,83.7,87.4,103.2,114.8,137.0,182.2,234.8,274.8,286.8,330.2,338.2,353.1,353.7,377.9,426.6,433.4,391.8,365.6,353.1,347.3,357.4,361.9,394.4,456.7,464.8,541.1,539.1,461.4,434.6,368.1,462.3,550.6,633.6,672.4,539.3,465.2,461.7,503.7,465.9,517.9,591.8,546.0,576.4,575.0
"19","Taxes on production and imports",6.8,7.0,6.7,6.6,6.9,7.6,8.0,8.5,8.9,8.9,9.1,9.8,11.1,11.5,12.4,13.7,15.1,16.8,18.1,19.7,20.9,23.0,24.7,27.1,29.1,28.9,31.5,34.2,36.6,37.7,41.1,44.5,47.0,50.4,53.4,57.3,60.7,63.2,67.9,76.4,83.9,91.4,100.5,107.9,117.2,124.9,135.3,146.4,159.7,170.9,180.1,200.3,235.6,240.9,263.3,289.8,308.1,323.4,347.5,374.5,398.9,425.0,457.1,483.4,503.1,545.2,557.9,580.8,611.6,639.5,673.6,708.6,727.7,760.0,805.6,868.1,942.4,997.0,1036.8,1049.7,1026.8,1063.1,1103.7,1136.1,1188.7,1240.9,1269.9,1303.7,1347.2,1428.5
"20","Less: Subsidies2",0.0,0.1,0.1,0.1,0.2,0.5,0.6,0.3,0.3,0.5,0.8,0.7,0.5,0.5,0.6,1.0,1.1,1.4,0.4,0.5,0.5,0.8,1.0,0.8,0.5,0.3,0.2,0.7,1.1,1.4,1.1,1.1,2.0,2.3,2.2,2.7,3.0,3.9,3.8,4.2,4.5,4.8,4.7,6.6,5.2,3.3,4.5,5.1,7.1,8.9,8.5,9.8,11.5,15.0,21.3,21.1,21.4,24.9,30.3,29.5,27.4,27.0,27.5,30.1,36.7,32.5,34.8,35.2,33.8,36.4,45.2,45.8,58.7,41.4,49.1,46.4,60.9,51.5,54.6,52.6,58.3,55.8,60.0,58.0,59.7,58.1,57.3,61.8,61.3,66.3
"21","Business current transfer payments (net)",0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.6,0.8,0.9,0.7,0.7,0.7,0.7,0.8,1.2,1.2,1.2,0.9,1.3,1.7,1.8,1.7,1.7,1.7,1.9,2.1,2.5,3.0,3.5,3.4,3.6,4.2,4.8,4.4,4.2,4.8,5.7,6.8,9.0,9.1,8.1,10.4,12.8,14.0,16.9,19.3,21.7,29.2,34.1,36.0,33.3,32.8,38.3,39.2,38.9,39.7,39.4,40.7,45.0,52.6,50.1,64.1,67.8,85.4,99.2,80.7,76.3,82.0,94.1,81.6,98.3,114.0,124.4,126.8,128.1,98.8,110.3,132.9,156.7,168.1,161.2,160.1
"22","    To persons (net)",0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.9,0.9,0.8,0.6,0.9,1.2,1.4,1.2,1.3,1.3,1.4,1.5,1.9,2.2,2.3,2.1,2.3,2.8,3.3,2.9,2.7,3.1,3.9,4.7,6.8,6.7,5.1,6.5,8.2,8.6,11.2,12.4,13.8,19.7,22.3,22.9,20.2,20.6,23.2,22.2,17.6,16.3,14.1,13.3,18.7,22.9,19.4,26.0,34.0,42.4,46.8,34.2,26.3,16.8,25.8,20.8,30.8,35.8,39.0,43.7,48.5,40.4,38.4,43.1,50.6,60.7,55.7,60.7
"23","    To government (net)",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.3,0.4,0.5,0.6,0.7,0.8,1.2,1.3,1.4,1.4,1.5,1.4,1.5,1.7,1.8,2.1,2.2,2.4,3.0,3.9,4.5,5.4,5.7,6.9,7.9,9.4,11.8,13.0,13.1,12.2,15.1,17.0,21.3,23.6,25.6,27.9,24.9,30.7,29.8,34.3,36.5,41.9,43.9,46.2,48.3,52.4,53.4,57.5,60.9,69.5,86.1,84.1,86.8,69.0,84.7,97.9,109.1,103.0,96.9,101.3
"24","    To the rest of the world (net)","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",-0.1,-0.3,-0.4,1.4,-1.0,0.8,3.8,-2.6,1.0,8.6,0.3,1.7,12.8,14.9,3.3,6.6,8.7,-0.7,-1.0,-7.3,-10.6,-12.8,-8.1,-3.0,4.4,8.6,-1.9
"25","Current surplus of government enterprises2","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.5,0.5,0.3,0.4,0.8,0.9,0.8,0.4,0.3,0.5,0.2,-1.0,-1.5,-0.9,-2.0,-2.4,-4.1,-2.4,-3.0,-2.4,-2.7,-4.5,-4.7,-3.4,-1.9,-0.9,1.9,2.5,2.7,5.6,7.3,3.7,8.2,10.4,11.4,12.7,16.5,17.8,18.1,16.9,16.8,11.5,5.7,7.6,5.1,0.1,-4.5,-7.0,-14.2,-18.2,-16.1,-20.1,-19.4,-15.4,-15.9,-11.0,-5.8,-2.3,-4.9,-12.0
"","Addenda for corporate cash flow:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","    Net cash flow with IVA",8.9,6.3,3.1,1.1,1.3,3.3,4.4,4.5,5.6,5.6,6.2,8.1,9.2,11.5,12.9,14.2,12.1,11.6,16.4,23.4,24.0,22.6,25.2,27.8,28.4,30.9,37.2,38.5,40.6,39.8,46.9,47.1,48.8,55.9,60.4,65.9,75.2,82.5,84.6,88.7,90.0,89.1,105.2,121.7,135.6,136.0,168.0,195.3,227.2,262.4,285.0,284.7,334.5,358.4,401.6,452.7,484.4,458.4,494.5,542.8,535.4,557.9,611.8,622.9,664.0,734.3,818.4,880.8,954.9,918.0,1002.9,981.6,1084.1,1240.8,1319.1,1392.1,1536.6,1580.1,1476.5,1510.2,1908.0,2104.7,2113.0,2113.7,2094.8,2140.4,2091.8,2080.5,1941.4,"---"
"27","        Undistributed profits with IVA and CCAdj",3.7,1.2,-1.6,-3.1,-2.7,-0.8,0.2,0.3,0.9,0.8,1.4,3.0,3.7,5.1,6.4,7.4,5.2,3.6,6.6,11.9,11.6,9.3,10.1,11.7,11.1,12.6,17.6,16.4,16.0,13.3,19.2,18.5,19.2,24.9,27.9,31.4,38.0,41.6,39.5,38.6,34.2,27.2,37.5,48.0,53.5,39.7,54.3,70.0,86.6,102.9,101.4,72.3,89.4,85.6,115.7,149.5,157.5,108.5,123.2,142.9,110.3,103.2,133.5,139.0,148.2,195.7,229.4,254.5,284.9,203.0,234.1,142.9,190.8,326.2,386.5,428.6,506.8,460.8,287.6,189.4,560.6,813.0,749.6,713.9,638.9,615.4,495.2,454.7,533.3,"---"
"28","        Consumption of fixed capital",5.2,5.1,4.8,4.2,4.0,4.1,4.2,4.2,4.7,4.8,4.8,5.0,5.6,6.4,6.6,6.7,7.0,8.0,9.8,11.5,12.4,13.3,15.1,16.1,17.3,18.3,19.6,22.1,24.6,26.4,27.6,28.5,29.5,30.8,32.4,34.4,37.1,40.9,45.1,50.0,55.7,61.8,67.6,73.4,82.0,96.0,113.5,125.0,140.5,159.3,183.4,212.1,244.9,272.5,285.9,303.2,326.9,349.9,371.3,399.9,427.1,454.7,479.6,494.3,517.2,547.6,590.4,626.3,670.1,715.0,769.6,838.6,888.6,914.6,932.5,973.0,1042.0,1119.3,1188.9,1256.6,1263.8,1271.2,1324.6,1392.5,1450.2,1528.3,1593.4,1630.3,1699.6,1786.0
"29","        Less: Capital transfers paid (net)","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,-0.3,-0.2,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.3,10.4,1.4,8.9,1.5,0.0,0.0,0.0,0.9,0.0,-4.8,0.0,-0.1,9.5,12.2,0.0,0.0,-64.2,-83.6,-20.6,-38.8,-7.4,-5.7,3.3,-3.2,4.4,291.5,"---"
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","    Proprietors' income with IVA and CCAdj",14.0,10.9,8.3,5.0,5.3,7.0,10.1,10.4,12.5,10.6,11.1,12.2,16.7,23.3,28.2,29.3,30.8,35.7,34.6,39.3,34.7,37.5,42.6,43.0,42.0,42.3,44.3,45.8,47.8,50.2,50.3,50.6,53.2,55.2,56.4,59.1,63.7,67.9,69.5,73.8,77.0,77.8,83.9,95.1,112.5,112.2,118.2,131.0,144.5,166.0,179.4,171.6,179.7,171.2,186.3,228.2,241.1,256.5,286.5,325.5,341.1,353.2,354.2,400.2,428.0,456.6,481.2,543.8,584.0,640.2,696.4,753.9,831.0,869.8,896.9,962.0,978.0,1049.6,994.0,960.9,938.5,1108.7,1229.3,1347.3,1403.6,1447.6,1421.9,1419.3,1500.9,1579.8
"31","        Farm",5.7,3.9,3.0,1.8,2.2,2.6,4.9,3.9,5.6,4.0,4.0,4.1,6.0,9.7,11.5,11.4,11.8,14.2,14.3,16.7,12.0,12.9,15.3,14.3,12.2,11.7,10.7,10.6,10.6,12.4,10.0,10.6,11.2,11.2,11.0,9.8,12.0,13.0,11.6,11.7,12.8,12.9,13.4,17.0,29.1,23.5,22.0,17.2,16.0,19.9,22.2,11.7,19.0,13.3,6.2,20.9,21.0,22.8,28.9,26.8,33.0,32.2,26.8,34.8,31.4,34.7,22.0,37.3,32.4,28.5,28.1,31.5,32.1,19.9,36.5,51.5,46.8,33.1,40.3,40.2,28.1,39.0,64.9,60.9,88.3,70.1,56.4,37.5,38.9,37.5
"32","            Proprietors' income with IVA",5.7,3.9,3.0,1.7,2.2,2.6,4.9,4.0,5.7,4.1,4.0,4.1,6.1,9.8,11.7,11.6,12.0,14.4,14.6,17.1,12.4,13.3,15.8,14.9,12.7,12.2,11.2,11.1,11.1,13.0,10.7,11.2,11.8,11.7,11.5,10.3,12.5,13.6,12.3,12.3,13.6,13.8,14.5,18.2,30.3,25.3,24.6,20.1,19.3,23.7,26.6,17.3,25.6,20.4,13.1,27.6,27.2,28.9,34.8,32.5,38.8,37.8,32.5,40.4,36.8,40.1,27.4,42.6,37.4,33.2,32.9,36.1,36.7,24.5,41.0,56.4,52.2,38.9,46.4,46.7,34.4,44.8,70.7,66.7,94.1,76.1,62.3,43.3,44.9,43.8
"33","            Capital consumption adjustment",-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,-0.2,-0.2,-0.2,-0.2,-0.3,-0.4,-0.4,-0.4,-0.5,-0.6,-0.5,-0.5,-0.4,-0.5,-0.6,-0.6,-0.6,-0.6,-0.5,-0.5,-0.5,-0.5,-0.5,-0.6,-0.6,-0.7,-0.8,-0.9,-1.1,-1.2,-1.3,-1.8,-2.6,-2.9,-3.3,-3.8,-4.5,-5.6,-6.6,-7.1,-7.0,-6.7,-6.2,-6.1,-5.9,-5.7,-5.7,-5.7,-5.7,-5.6,-5.5,-5.4,-5.4,-5.3,-5.0,-4.8,-4.7,-4.6,-4.6,-4.5,-4.5,-4.8,-5.4,-5.8,-6.1,-6.5,-6.3,-5.8,-5.9,-5.8,-5.8,-6.0,-5.9,-5.9,-6.0,-6.3
