"Table 1.7.5. Relation of Gross Domestic Product, Gross National Product, Net National Product, National Income, and Personal Income"
"[Billions of dollars]" 
"Bureau of Economic Analysis" 
"Last Revised on: February 28, 2019 - Next Release Date March 28, 2019"
"Line","","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"10","        Households and institutions",1.3,1.3,1.2,1.0,0.9,1.0,1.0,1.1,1.2,1.3,1.3,1.3,1.5,1.6,1.7,1.9,2.0,2.3,3.0,3.4,3.7,4.0,4.6,5.0,5.3,5.6,6.1,6.6,7.1,7.4,7.8,8.2,8.5,8.8,9.3,9.9,10.7,11.5,12.4,13.6,15.2,16.5,18.2,20.3,23.3,27.0,30.9,34.3,39.6,46.6,54.4,62.2,68.5,72.9,76.0,80.9,86.2,93.4,101.8,108.8,117.0,123.8,129.2,134.7,144.0,153.5,162.9,170.6,179.9,192.1,208.2,227.0,246.8,263.0,286.6,318.3,356.2,389.2,405.8,407.0,397.5,396.7,402.2,412.0,437.8,468.5,486.6,509.8,539.1,573.1
"11","    Government",1.0,1.0,1.0,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.5,1.6,2.1,3.7,6.5,9.3,10.6,11.4,11.4,10.5,9.7,9.1,10.0,11.1,12.1,13.0,13.9,15.3,16.7,17.5,18.6,19.7,20.8,22.3,23.9,25.1,26.4,28.1,30.2,32.8,35.5,38.6,41.3,43.5,47.2,53.7,59.7,63.7,68.7,75.1,83.1,93.5,105.3,116.6,123.8,134.9,143.7,153.7,164.1,176.6,188.6,200.1,210.9,217.4,225.3,233.1,241.7,246.2,251.6,257.6,266.7,279.7,287.8,296.2,307.1,324.7,348.4,372.3,400.3,427.0,442.8,457.2,477.2,493.6,504.6,516.3,522.2,527.0,541.5,561.3
"12","        General government",0.9,0.9,0.8,0.7,0.8,1.0,1.0,1.1,1.2,1.2,1.3,1.4,1.8,3.4,6.2,9.0,10.3,11.1,11.0,10.0,9.2,8.6,9.4,10.4,11.5,12.3,13.1,14.5,15.7,16.6,17.6,18.6,19.7,21.1,22.6,23.7,25.0,26.5,28.5,30.8,33.3,36.1,38.5,40.4,43.7,49.4,54.6,58.2,62.7,68.5,75.6,84.7,95.4,105.7,112.4,122.8,130.9,140.1,149.6,161.1,172.0,182.3,192.1,197.6,204.2,210.9,218.2,221.6,225.9,230.8,238.3,249.4,256.0,262.9,272.2,286.9,307.0,327.6,352.1,375.7,389.8,402.2,419.3,433.0,441.8,451.1,455.1,458.0,469.9,486.3
"13","        Government enterprises",0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.5,0.5,0.6,0.6,0.7,0.7,0.8,0.9,0.9,1.0,1.0,1.1,1.1,1.2,1.3,1.4,1.5,1.6,1.8,2.0,2.2,2.5,2.8,3.1,3.5,4.3,5.1,5.5,6.0,6.6,7.5,8.7,9.9,10.8,11.4,12.1,12.8,13.6,14.5,15.5,16.6,17.8,18.8,19.8,21.1,22.2,23.5,24.6,25.7,26.8,28.4,30.3,31.8,33.2,34.9,37.9,41.4,44.7,48.2,51.3,53.0,55.0,57.8,60.7,62.9,65.2,67.1,69.0,71.7,75.0
"14","Equals: Net national product",94.9,82.7,68.4,51.5,49.4,58.6,66.1,76.3,83.6,77.7,83.7,92.6,117.7,151.5,185.4,203.4,205.2,202.5,221.6,244.6,241.5,267.9,311.1,328.7,347.6,346.7,379.0,398.0,418.2,421.4,459.0,477.6,495.1,533.9,563.9,607.0,659.6,723.2,761.8,833.4,898.8,942.9,1023.5,1126.7,1259.3,1353.9,1459.4,1630.0,1812.3,2046.0,2285.4,2463.1,2752.7,2843.3,3108.5,3475.5,3724.2,3911.3,4142.3,4474.6,4828.1,5109.3,5257.3,5591.2,5886.2,6254.6,6545.3,6928.7,7361.5,7770.5,8257.3,8776.1,9031.1,9323.7,9797.5,10470.1,11143.6,11740.9,12308.1,12508.6,12219.4,12796.8,13304.5,13853.3,14334.4,14946.5,15528.1,15932.0,16612.9,"---"
"15","Less: Statistical discrepancy",0.7,-0.4,0.7,0.3,0.5,0.4,-0.2,1.2,0.0,0.7,1.3,1.1,0.3,-0.9,-1.8,2.5,3.8,1.2,2.9,-0.3,1.7,1.3,3.4,2.6,3.8,2.9,2.1,-2.0,-0.4,0.6,0.2,-1.3,-0.9,0.0,-1.5,0.0,0.7,5.1,3.4,3.1,1.6,5.3,9.5,7.2,6.1,7.4,13.3,20.7,19.4,23.3,45.1,44.4,38.1,8.8,57.0,41.6,54.3,80.1,43.8,3.0,68.0,95.5,93.0,115.9,156.0,140.0,93.0,58.1,11.6,-55.2,-33.2,-96.5,-113.1,-72.7,-13.7,-22.1,-55.1,-207.9,17.7,182.9,192.2,61.0,-53.2,-241.3,-160.3,-299.0,-254.9,-126.9,-143.2,"---"
"16","Equals: National income",94.2,83.1,67.7,51.3,48.9,58.3,66.3,75.1,83.7,77.0,82.4,91.5,117.3,152.4,187.2,200.9,201.3,201.3,218.7,244.8,239.7,266.6,307.6,326.1,343.8,343.8,376.9,400.1,418.5,420.8,458.8,478.9,496.0,533.9,565.4,607.0,658.8,718.1,758.4,830.2,897.2,937.5,1014.0,1119.5,1253.2,1346.4,1446.0,1609.4,1792.8,2022.7,2240.3,2418.6,2714.7,2834.5,3051.5,3433.9,3669.9,3831.2,4098.5,4471.6,4760.1,5013.8,5164.4,5475.2,5730.3,6114.6,6452.3,6870.6,7349.9,7825.7,8290.4,8872.6,9144.2,9396.4,9811.2,10492.2,11198.7,11948.8,12290.4,12325.8,12027.2,12735.8,13357.7,14094.7,14494.7,15245.5,15783.0,16058.9,16756.1,"---"
"","Less:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17","    Corporate profits with inventory valuation and capital consumption adjustments",10.8,7.5,3.0,-0.2,-0.2,2.5,4.0,6.2,7.1,5.0,6.6,9.9,15.7,20.8,24.9,25.0,20.5,18.2,24.2,31.4,29.1,36.1,41.2,39.7,40.3,39.5,50.2,49.6,49.1,43.9,55.5,54.7,55.9,64.0,70.5,77.7,89.3,96.1,93.9,101.7,98.4,86.2,100.6,117.2,133.4,125.7,138.9,174.3,205.8,238.6,249.0,223.6,247.5,229.9,279.8,337.9,354.5,324.4,366.0,414.5,414.3,417.7,452.6,477.2,524.6,624.8,706.2,789.5,869.7,808.5,834.9,786.6,758.7,911.7,1056.3,1289.3,1488.6,1646.3,1533.2,1285.8,1386.8,1728.7,1809.8,1997.4,2010.7,2118.8,2057.3,2035.0,2099.3,"---"
"18","    Taxes on production and imports less subsidies1",6.8,6.9,6.5,6.5,6.7,7.2,7.4,8.2,8.6,8.5,8.4,9.0,10.6,11.0,11.8,12.7,14.0,15.5,17.7,19.2,20.4,22.1,23.7,26.3,28.6,28.6,31.3,33.5,35.5,36.4,40.0,43.4,45.0,48.1,51.2,54.5,57.7,59.3,64.1,72.2,79.3,86.6,95.8,101.3,112.0,121.6,130.8,141.3,152.6,162.0,171.6,190.5,224.2,225.9,242.0,268.7,286.8,298.5,317.3,345.0,371.4,398.0,429.6,453.3,466.4,512.7,523.1,545.5,577.8,603.1,628.4,662.7,669.0,718.6,756.6,821.7,881.5,945.6,982.2,997.2,968.5,1007.3,1043.7,1078.1,1128.9,1182.8,1212.6,1241.9,1285.9,1362.2
"19","    Contributions for government social insurance, domestic",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,1.5,1.6,1.8,1.9,2.3,2.9,3.8,4.3,5.3,6.6,5.6,4.6,4.9,5.5,6.6,6.9,7.1,8.1,9.1,10.0,11.4,11.4,13.8,16.4,17.0,19.1,21.7,22.4,23.4,31.3,34.9,38.7,44.1,46.4,51.2,59.2,75.5,85.2,89.3,101.3,113.1,131.3,152.7,166.2,195.7,208.9,226.0,257.5,281.4,303.4,323.1,361.5,385.2,410.1,430.2,455.0,477.4,508.2,532.8,555.1,587.2,624.7,661.3,705.8,733.2,751.5,779.3,829.2,873.3,922.5,961.4,988.4,964.3,983.7,916.7,950.5,1104.3,1153.8,1205.3,1239.9,1298.6,1361.1
"20","    Net interest and miscellaneous payments on assets",4.6,4.8,4.8,4.5,4.0,4.0,4.1,3.8,3.7,3.6,3.6,3.3,3.3,3.2,2.9,2.4,2.3,1.8,2.3,2.5,2.8,3.1,3.6,4.0,4.5,5.4,5.9,6.5,7.7,9.2,9.3,10.3,12.1,13.8,14.8,17.0,19.1,21.8,24.9,27.0,32.7,39.5,44.2,48.0,55.7,71.7,83.7,87.4,103.2,114.8,137.0,182.2,234.8,274.8,286.8,330.2,338.2,353.1,353.7,377.9,426.6,433.4,391.8,365.6,353.1,347.3,357.4,361.9,394.4,456.7,464.8,541.1,539.1,461.4,434.6,368.1,462.3,550.6,633.6,672.4,539.3,465.2,461.7,503.7,465.9,517.9,591.8,546.0,576.4,575.0
"21","    Business current transfer payments (net)",0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.6,0.8,0.9,0.7,0.7,0.7,0.7,0.8,1.2,1.2,1.2,0.9,1.3,1.7,1.8,1.7,1.7,1.7,1.9,2.1,2.5,3.0,3.5,3.4,3.6,4.2,4.8,4.4,4.2,4.8,5.7,6.8,9.0,9.1,8.1,10.4,12.8,14.0,16.9,19.3,21.7,29.2,34.1,36.0,33.3,32.8,38.3,39.2,38.9,39.7,39.4,40.7,45.0,52.6,50.1,64.1,67.8,85.4,99.2,80.7,76.3,82.0,94.1,81.6,98.3,114.0,124.4,126.8,128.1,98.8,110.3,132.9,156.7,168.1,161.2,160.1
"22","    Current surplus of government enterprises1","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---","---",0.5,0.5,0.3,0.4,0.8,0.9,0.8,0.4,0.3,0.5,0.2,-1.0,-1.5,-0.9,-2.0,-2.4,-4.1,-2.4,-3.0,-2.4,-2.7,-4.5,-4.7,-3.4,-1.9,-0.9,1.9,2.5,2.7,5.6,7.3,3.7,8.2,10.4,11.4,12.7,16.5,17.8,18.1,16.9,16.8,11.5,5.7,7.6,5.1,0.1,-4.5,-7.0,-14.2,-18.2,-16.1,-20.1,-19.4,-15.4,-15.9,-11.0,-5.8,-2.3,-4.9,-12.0
"23","Plus: Personal income receipts on assets",12.7,12.0,10.6,8.7,7.7,8.3,8.6,10.1,10.4,8.8,9.5,9.8,10.3,10.1,10.5,11.0,11.8,13.5,15.4,16.8,17.9,20.7,21.4,22.6,24.5,26.5,29.3,32.3,35.5,37.2,40.7,44.5,47.3,52.1,56.7,63.1,69.5,75.0,81.0,88.8,100.3,114.9,125.1,136.6,155.4,180.6,201.0,220.0,251.6,285.8,327.1,396.9,485.8,557.0,599.5,680.8,726.3,768.2,791.1,851.4,964.3,1005.3,1003.7,998.8,1007.0,1049.8,1136.6,1201.2,1285.0,1370.9,1359.3,1485.7,1473.7,1408.9,1437.2,1512.1,1678.2,1958.6,2183.8,2200.9,1852.2,1782.3,1950.9,2165.6,2066.3,2301.2,2471.3,2516.6,2631.6,2766.1
"24","Plus: Personal current transfer receipts",1.2,1.2,2.3,1.7,1.7,1.8,2.0,3.1,2.0,2.4,2.5,2.7,2.7,2.7,2.5,3.1,5.6,10.5,10.8,10.3,11.2,14.0,11.4,11.9,12.5,14.3,15.7,16.8,19.5,23.5,24.2,25.7,29.5,30.4,32.2,33.5,36.2,39.6,48.0,56.1,62.3,74.7,88.1,97.9,112.6,133.3,170.0,184.3,194.6,209.9,235.6,280.1,319.0,355.5,384.3,400.6,425.4,451.6,468.1,497.5,544.2,596.9,668.1,748.0,793.0,829.0,883.5,929.2,954.9,983.9,1026.2,1087.3,1192.6,1285.2,1347.3,1421.2,1516.7,1613.8,1728.1,1955.1,2146.7,2325.2,2358.7,2363.0,2424.3,2540.3,2683.0,2778.1,2859.7,2980.9
"25","Equals: Personal income",85.3,76.5,65.7,50.3,47.2,54.1,60.8,69.2,74.7,69.1,73.6,79.4,97.9,126.7,156.2,169.7,175.8,182.5,194.5,213.5,211.1,233.7,264.2,282.5,299.2,302.2,324.2,347.9,368.0,379.0,402.9,422.1,440.6,468.8,492.8,528.2,570.7,620.3,665.7,730.9,800.3,865.0,932.8,1024.5,1140.8,1251.8,1369.4,1502.6,1659.2,1863.7,2082.7,2323.6,2605.1,2791.6,2981.1,3292.7,3524.9,3733.1,3961.6,4283.4,4625.6,4913.8,5084.9,5420.9,5657.9,5947.1,6291.4,6678.5,7092.5,7606.7,8001.9,8652.6,9005.6,9159.0,9487.5,10035.1,10598.2,11381.7,12007.8,12442.2,12059.1,12551.6,13326.8,14010.1,14181.1,14991.8,15719.5,16125.1,16830.9,17581.4
"","Addenda:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","    Gross domestic income (GDI)",103.8,92.6,76.7,59.2,56.6,66.4,74.5,83.6,93.0,86.7,92.1,101.8,129.0,166.9,204.9,221.9,224.2,226.3,246.8,274.7,270.7,298.6,343.5,364.7,385.4,387.6,423.3,451.4,474.4,480.6,521.5,543.7,563.1,603.9,638.9,684.5,741.5,808.3,856.6,937.5,1016.0,1068.0,1155.3,1271.9,1419.2,1537.8,1671.6,1852.8,2062.4,2328.3,2582.3,2812.9,3169.0,3335.0,3577.1,3996.0,4284.7,4499.6,4811.4,5233.4,5573.6,5867.6,6065.2,6404.4,6702.6,7147.3,7546.7,8015.0,8566.0,9118.1,9663.8,10348.8,10695.0,11009.1,11471.9,12235.8,13091.7,14022.5,14434.2,14530.0,14256.8,14931.0,15595.8,16438.4,16945.2,17820.8,18474.2,18834.1,19628.6,"---"
"27","    Average of GDP and GDI2",104.2,92.4,77.0,59.4,56.9,66.6,74.4,84.2,93.0,87.0,92.8,102.4,129.2,166.4,204.0,223.2,226.1,226.9,248.2,274.6,271.6,299.2,345.2,366.0,387.3,389.1,424.4,450.4,474.2,480.9,521.6,543.0,562.7,603.9,638.2,684.5,741.9,810.9,858.3,939.1,1016.8,1070.6,1160.1,1275.5,1422.3,1541.5,1678.2,1863.1,2072.1,2339.9,2604.8,2835.1,3188.0,3339.4,3605.6,4016.8,4311.8,4539.6,4833.3,5234.9,5607.6,5915.4,6111.6,6462.4,6780.6,7217.3,7593.2,8044.1,8571.8,9090.4,9647.2,10300.6,10638.4,10972.8,11465.1,12224.8,13064.2,13918.6,14443.0,14621.4,14352.9,14961.5,15569.2,16317.7,16865.0,17671.3,18346.8,18770.7,19557.0,"---"
"28","    Gross national income",104.6,93.3,77.2,59.6,56.9,66.7,74.8,83.9,93.4,87.1,92.5,102.1,129.4,167.3,205.2,222.2,224.4,227.0,247.9,276.2,272.0,300.0,345.4,366.7,387.3,389.7,425.8,454.2,477.5,483.2,524.2,546.8,566.6,608.0,643.4,689.4,746.8,813.4,862.0,943.6,1022.1,1074.4,1162.9,1280.5,1431.8,1553.3,1684.6,1869.6,2082.7,2349.9,2614.2,2847.1,3201.9,3371.4,3614.2,4032.3,4310.1,4516.5,4828.9,5256.1,5598.4,5902.3,6096.8,6435.5,6733.8,7170.3,7574.7,8045.9,8589.3,9135.5,9689.4,10383.9,10743.7,11054.3,11530.3,12314.0,13169.7,14073.0,14543.2,14684.6,14398.7,15126.7,15832.2,16670.7,17175.9,18062.4,18700.5,19049.4,19872.2,"---"
"29","    Gross national factor income3",97.3,86.0,70.1,52.6,49.7,59.0,66.9,75.2,84.3,78.2,83.7,92.6,118.3,155.7,192.8,208.8,209.6,210.8,229.4,256.3,250.9,277.1,320.5,339.2,357.6,360.3,393.2,419.0,440.1,445.2,482.0,501.2,519.5,557.4,588.9,631.0,684.9,750.4,794.0,866.7,937.9,984.4,1064.5,1175.4,1316.1,1427.4,1548.8,1721.6,1925.0,2179.9,2432.6,2647.0,2965.5,3129.6,3352.4,3735.3,3987.4,4179.6,4475.6,4872.8,5181.4,5461.4,5620.0,5932.0,6216.5,6604.2,6990.1,7430.0,7943.3,8451.4,8976.3,9624.3,9969.8,10247.4,10692.3,11410.2,12198.6,13052.8,13476.9,13591.7,13321.9,14012.7,14679.8,15509.2,15952.6,16757.8,17337.0,17641.8,18430.1,"---"
"30","    Net domestic product",94.1,81.9,67.9,51.2,49.1,58.4,65.8,76.0,83.2,77.3,83.3,92.3,117.2,151.0,185.1,203.1,204.9,201.8,220.5,243.1,240.2,266.4,309.2,326.7,345.7,344.6,376.6,395.2,415.1,418.8,456.2,474.5,491.6,529.8,559.4,602.1,654.3,718.1,756.4,827.3,892.7,936.5,1015.9,1118.1,1246.7,1338.3,1446.4,1613.2,1792.0,2024.4,2253.5,2428.9,2719.8,2806.8,3071.4,3439.2,3698.8,3894.3,4124.8,4451.9,4803.3,5074.6,5225.7,5560.1,5855.1,6231.6,6517.4,6897.8,7338.2,7753.1,8231.7,8741.1,8982.3,9278.4,9739.2,10391.9,11065.6,11690.5,12199.1,12354.0,12077.5,12601.1,13068.1,13621.0,14103.6,14704.8,15301.8,15716.7,16369.2,17226.6
"31","    Net domestic income",93.4,82.4,67.1,50.9,48.6,58.0,66.0,74.8,83.3,76.6,82.0,91.3,116.9,152.0,186.9,200.6,201.1,200.6,217.6,243.4,238.4,265.2,305.7,324.1,341.9,341.7,374.5,397.3,415.5,418.1,456.0,475.8,492.5,529.9,560.9,602.1,653.5,713.0,753.0,824.2,891.1,931.1,1006.4,1110.9,1240.5,1330.9,1433.0,1592.5,1772.5,2001.1,2208.4,2384.4,2681.7,2798.0,3014.5,3397.6,3644.6,3814.3,4081.0,4448.9,4735.3,4979.1,5132.8,5444.1,5699.1,6091.7,6424.4,6839.7,7326.6,7808.3,8264.9,8837.6,9095.4,9351.1,9752.8,10414.0,11120.7,11898.4,12181.4,12171.2,11885.3,12540.1,13121.4,13862.4,14263.9,15003.8,15556.8,15843.6,16512.4,"---"
"32","    Net national factor income4",86.9,75.7,60.6,44.2,41.7,50.6,58.4,66.4,74.5,68.1,73.6,82.0,106.2,140.8,174.7,187.4,186.5,185.1,200.3,225.0,218.6,243.7,282.8,298.6,314.1,314.3,344.3,364.9,381.2,382.7,416.6,433.3,448.8,483.3,510.9,548.6,596.8,655.1,690.4,753.4,813.0,847.6,915.5,1014.4,1137.4,1220.5,1310.3,1461.4,1635.2,1852.7,2058.7,2218.6,2478.3,2592.7,2789.8,3136.9,3347.2,3494.3,3745.2,4088.3,4343.2,4572.9,4687.6,4971.8,5213.0,5548.6,5867.7,6254.7,6704.0,7141.7,7577.4,8113.1,8370.3,8589.4,8973.2,9588.4,10227.6,10928.7,11224.1,11232.8,10950.4,11621.8,12205.3,12933.2,13271.4,13940.8,14419.5,14651.3,15313.9,"---"
